"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"AK3",0,0.374604263207894,0.298,0.213,0
"GLDC",0,0.322221520471238,0.203,0.131,0
"FREM1",0,0.521535852682318,0.244,0.149,0
"BNC2",0,-0.455951294719866,0.235,0.295,0
"ACO1",0,0.25304282269365,0.166,0.11,0
"GRHPR",0,0.320863287987727,0.147,0.076,0
"TRPM3",0,0.539776300626353,0.36,0.281,0
"TMEM2",0,-0.386573093372027,0.148,0.21,0
"ZFAND5",0,0.516720866544796,0.382,0.258,0
"ALDH1A1",0,0.336106310926059,0.187,0.106,0
"ANXA1",0,-0.604930899053761,0.127,0.206,0
"TRPM6",0,0.586342590958591,0.11,0.051,0
"GNAQ",0,-0.410012787081081,0.324,0.376,0
"FRMD3",0,0.27961970766336,0.234,0.183,0
"SEMA4D",0,-0.346554838442823,0.146,0.197,0
"FBP1",0,0.814771220870635,0.252,0.111,0
"LPPR1",0,0.284884964479142,0.185,0.117,0
"ALDOB",0,1.9143965345317,0.347,0.177,0
"TXN",0,0.543317694275368,0.25,0.162,0
"UGCG",0,-0.666008744706254,0.152,0.24,0
"KIF12",0,0.301597121163884,0.172,0.129,0
"COQ4",0,0.260445057110273,0.178,0.123,0
"FNBP1",0,-0.334635782085625,0.225,0.274,0
"ASS1",0,0.725644092657715,0.322,0.181,0
"EGFL7",0,0.31970215940759,0.131,0.077,0
"PHPT1",0,0.317228589896744,0.207,0.12,0
"KLF6",0,-0.36671414252291,0.342,0.403,0
"AKR1C3",0,0.305841936622796,0.103,0.046,0
"CELF2",0,-0.797673266126792,0.108,0.219,0
"CAMK1D",0,-0.90602257194665,0.073,0.161,0
"PHYH",0,0.328169669329474,0.151,0.084,0
"CUBN",0,0.881826247070628,0.499,0.304,0
"CACNB2",0,0.342401534221646,0.174,0.114,0
"NEBL",0,0.266655932329679,0.272,0.207,0
"PIP4K2A",0,-0.549723380219515,0.17,0.247,0
"APBB1IP",0,-0.503069161924941,0.055,0.122,0
"ANKRD26",0,0.395559873351026,0.292,0.223,0
"ZEB1",0,-0.472533582475852,0.142,0.207,0
"TMEM72",0,0.481998957923046,0.143,0.071,0
"RASSF4",0,0.399528164373379,0.218,0.168,0
"OGDHL",0,0.489812282199419,0.228,0.13,0
"JMJD1C",0,-0.336385522161333,0.446,0.491,0
"PBLD",0,0.576621426631444,0.231,0.114,0
"SRGN",0,-0.303120714362168,0.172,0.25,0
"HKDC1",0,-0.363961109491319,0.057,0.1,0
"PCBD1",0,0.288282025118891,0.135,0.073,0
"MCU",0,-0.482025972099726,0.172,0.245,0
"TTC18",0,0.278840797296662,0.141,0.092,0
"VCL",0,-0.46914462411079,0.2,0.256,0
"FAM213A",0,0.263920570068046,0.144,0.077,0
"GHITM",0,0.262699036885763,0.197,0.131,0
"ADIRF",0,0.528256243409431,0.178,0.088,0
"SLC16A12",0,0.528391176974325,0.345,0.238,0
"CPEB3",0,0.363285539389537,0.273,0.214,0
"MYOF",0,-0.745498905601076,0.112,0.192,0
"PAX2",0,0.261339007905601,0.298,0.239,0
"SFXN2",0,0.313763964022911,0.117,0.056,0
"CNNM2",0,0.496966002444484,0.259,0.185,0
"USMG5",0,0.277880113500712,0.263,0.189,0
"PLEKHA1",0,-0.505582159948129,0.185,0.259,0
"ACADSB",0,0.302438605410767,0.126,0.063,0
"PTPRE",0,-0.460779953938065,0.056,0.113,0
"ECHS1",0,0.810252258519835,0.243,0.128,0
"EPS8L2",0,0.511033726416958,0.242,0.18,0
"LSP1",0,-0.373268312098582,0.051,0.104,0
"CDKN1C",0,0.272093377912089,0.12,0.064,0
"STIM1",0,-0.266079919986812,0.113,0.157,0
"SWAP70",0,-0.314416454541893,0.1,0.139,0
"MTRNR2L8",0,1.40841128557931,0.356,0.152,0
"NELL1",0,0.72798917263257,0.174,0.081,0
"SLC5A12",0,0.472827297446213,0.312,0.196,0
"BBOX1",0,0.349863073726592,0.266,0.177,0
"CD59",0,0.271315961477525,0.224,0.167,0
"CAT",0,0.274843255073086,0.198,0.132,0
"CD44",0,-0.763054310280039,0.063,0.161,0
"GLYATL1",0,0.437515218419863,0.138,0.056,0
"SLC22A8",0,0.450614233061426,0.156,0.075,0
"COX8A",0,0.286148485639605,0.26,0.18,0
"MACROD1",0,0.374131791148257,0.18,0.101,0
"FKBP2",0,0.252751796816866,0.21,0.13,0
"NEAT1",0,-0.625891007186798,0.745,0.822,0
"MALAT1",0,-0.36111205616066,0.845,0.97,0
"PTPRCAP",0,-0.557667695537544,0.061,0.129,0
"NDUFV1",0,0.383190175942778,0.207,0.126,0
"FCHSD2",0,-0.48859408122551,0.212,0.271,0
"ACER3",0,-0.298447456053039,0.107,0.15,0
"GAB2",0,-0.442822435337664,0.086,0.148,0
"C11orf54",0,0.816646391580486,0.329,0.179,0
"YAP1",0,-0.353934145239666,0.215,0.263,0
"BIRC3",0,-0.435965630363658,0.068,0.127,0
"ACAT1",0,0.631027969570865,0.285,0.16,0
"CRYAB",0,0.925062415064647,0.204,0.102,0
"FXYD2",0,0.891254274943295,0.431,0.244,0
"USP2",0,0.403461950386036,0.161,0.083,0
"THY1",0,0.439473244441733,0.106,0.033,0
"GRAMD1B",0,0.325268613906377,0.105,0.053,0
"ETS1",0,-0.508502732070217,0.13,0.199,0
"FLI1",0,-0.522168750387123,0.049,0.103,0
"KCNJ1",0,0.328268873248174,0.129,0.07,0
"SLC6A12",0,0.25127441860561,0.103,0.065,0
"SLC6A13",0,0.619752446177038,0.235,0.114,0
"WNK1",0,0.507991893209116,0.433,0.359,0
"PTMS",0,0.499342371201822,0.206,0.107,0
"RBP5",0,0.804547545403836,0.167,0.067,0
"CD69",0,-1.05312965218754,0.065,0.152,0
"TMEM52B",0,0.46401892296546,0.187,0.102,0
"GABARAPL1",0,0.328633849179703,0.228,0.142,0
"ETV6",0,-0.676786418736977,0.192,0.286,0
"ARHGDIB",0,-0.559842930654892,0.124,0.196,0
"MGST1",0,0.336704560851531,0.175,0.118,0
"LDHB",0,0.498011262998693,0.365,0.266,0
"BICD1",0,-0.397564881986862,0.167,0.239,0
"SLC38A1",0,-0.286481923111425,0.153,0.201,0
"RP11-446N19.1",0,0.289171007139262,0.195,0.15,0
"PCED1B",0,-0.298431905894069,0.075,0.116,0
"VDR",0,0.310844840057702,0.145,0.095,0
"TUBA1A",0,-0.417191810880448,0.068,0.106,0
"TMBIM6",0,0.412239460235811,0.345,0.273,0
"AQP2",0,0.363855212467034,0.12,0.081,0
"METTL7A",0,0.459197782473389,0.179,0.084,0
"NR4A1",0,0.427462571576386,0.302,0.231,0
"ATP5B",0,0.268276029796842,0.262,0.182,0
"RAP1B",0,-0.375268538823071,0.277,0.333,0
"RP1-78O14.1",0,0.424213103184395,0.182,0.13,0
"BTG1",0,-0.61093590628031,0.28,0.324,0
"RP11-511B23.2",0,0.335915498549064,0.145,0.095,0
"NUDT4",0,0.302867160000017,0.196,0.132,0
"CDK17",0,-0.408260712795029,0.117,0.167,0
"SLC25A3",0,0.304437184379119,0.278,0.193,0
"HSP90B1",0,0.271526112204213,0.367,0.289,0
"CHST11",0,-0.761171290827446,0.065,0.145,0
"CRY1",0,-0.26628217280715,0.07,0.105,0
"BTBD11",0,0.367044378503432,0.112,0.058,0
"CORO1C",0,-0.419730489581101,0.056,0.107,0
"ALDH2",0,0.430385236461815,0.189,0.103,0
"MED13L",0,-0.392491255562135,0.397,0.459,0
"FBXO21",0,0.327655231821334,0.272,0.189,0
"PEBP1",0,0.932645353673716,0.373,0.232,0
"HNF1A-AS1",0,0.357912787996868,0.194,0.129,0
"HPD",0,0.766169849506866,0.193,0.077,0
"CRYL1",0,0.436927461447474,0.375,0.249,0
"PAN3",0,-0.258325524685143,0.306,0.362,0
"KL",0,0.472098665539824,0.174,0.08,0
"LHFP",0,-0.65524541861295,0.072,0.123,0
"ELF1",0,-0.326964028649759,0.296,0.361,0
"DGKH",0,-0.680146202086317,0.174,0.256,0
"SMIM2-AS1",0,0.321369029767235,0.152,0.108,0
"TPT1",0,0.841720078122843,0.451,0.426,0
"LCP1",0,-0.27115865736962,0.062,0.107,0
"ITM2B",0,0.389199355953136,0.529,0.506,0
"FNDC3A",0,-0.432145345434213,0.311,0.363,0
"GPC5",0,0.422254309820074,0.282,0.162,0
"ABCC4",0,-0.343472473828053,0.186,0.243,0
"CLDN10",0,0.412239928378257,0.274,0.178,0
"COL4A1",0,-0.803496336025023,0.193,0.236,0
"ATP11A",0,-0.448347863229955,0.179,0.241,0
"PNP",0,0.340663594990045,0.127,0.063,0
"SLC7A7",0,0.408703360118968,0.176,0.1,0
"SLC7A8",0,0.584541655882874,0.275,0.159,0
"DHRS4L2",0,0.280703878978015,0.124,0.058,0
"BAZ1A",0,-0.415961509116351,0.108,0.177,0
"SAMD4A",0,-1.04546627435151,0.156,0.275,0
"PRKCH",0,-0.495379180685266,0.11,0.159,0
"HIF1A",0,-0.606064821082106,0.236,0.311,0
"FUT8",0,-0.31457210151445,0.114,0.162,0
"ARG2",0,0.424060534314797,0.139,0.066,0
"ACTN1",0,-0.593578788584127,0.068,0.142,0
"ENTPD5",0,0.257557899108971,0.153,0.095,0
"ALDH6A1",0,0.879528995210365,0.26,0.104,0
"ESRRB",0,0.517017238494105,0.138,0.069,0
"CALM1",0,0.297034343369843,0.414,0.33,0
"NDUFB1",0,0.321483349432347,0.261,0.173,0
"EVL",0,-0.464733381473328,0.135,0.214,0
"PPP2R5C",0,-0.365076334403809,0.235,0.281,0
"TRAF3",0,-0.411864668283853,0.1,0.162,0
"AMN",0,0.381747463322995,0.132,0.062,0
"TNFAIP2",0,-0.366306456754692,0.059,0.106,0
"CKB",0,0.351613101162997,0.181,0.106,0
"SPRED1",0,-0.314309197274222,0.111,0.157,0
"SRP14",0,0.44009224936588,0.345,0.27,0
"B2M",0,-0.664081259632183,0.451,0.527,0
"SORD",0,0.415706944676153,0.131,0.055,0
"GATM",0,1.3998381821141,0.268,0.134,0
"SEMA6D",0,0.290209597502607,0.118,0.067,0
"SLC12A1",0,1.34827962444176,0.336,0.167,0
"SLC27A2",0,0.382100602614549,0.187,0.107,0
"TCF12",0,-0.394775945257104,0.374,0.434,0
"CGNL1",0,0.501581025438328,0.448,0.331,0
"MYO1E",0,-0.53290780059104,0.259,0.327,0
"ANXA2",0,-0.660112916545788,0.148,0.24,0
"TLN2",0,0.25455076903394,0.287,0.223,0
"RPS27L",0,0.35597541260257,0.271,0.187,0
"CA12",0,0.370936773802605,0.421,0.304,0
"DENND4A",0,-0.30253644656157,0.204,0.252,0
"SMAD3",0,-0.563488846513388,0.23,0.285,0
"PEAK1",0,-0.345443047355013,0.157,0.202,0
"CTSH",0,0.292460994336794,0.245,0.169,0
"AKAP13",0,-0.626819118616497,0.406,0.483,0
"IQGAP1",0,-0.372566725475573,0.23,0.285,0
"SLCO3A1",0,-0.588505692763227,0.131,0.199,0
"MCTP2",0,-0.323642726502041,0.055,0.102,0
"ADAMTS17",0,0.543088647763627,0.122,0.062,0
"RAB11FIP3",0,0.570217014710131,0.464,0.333,0
"PIGQ",0,0.381927570081066,0.108,0.062,0
"FAM195A",0,0.27111839236956,0.113,0.056,0
"SRRM2",0,0.350673515272097,0.527,0.469,0
"DNASE1",0,0.307432616539769,0.162,0.12,0
"ABAT",0,0.346229481824906,0.161,0.091,0
"ABCC1",0,-0.299566169384341,0.103,0.152,0
"UMOD",0,1.31429529027989,0.254,0.085,0
"IL4R",0,-0.3831519447397,0.068,0.123,0
"QPRT",0,0.438532277680876,0.134,0.057,0
"CORO1A",0,-0.62619549496655,0.066,0.145,0
"SLC5A2",0,0.317706898582256,0.103,0.054,0
"MT2A",0,0.505571338634587,0.317,0.242,0
"MT1E",0,0.49115272064574,0.191,0.108,0
"MT1F",0,0.60794192610812,0.154,0.07,0
"MT1G",0,1.66803556004925,0.261,0.12,0
"MT1H",0,1.00716953304193,0.161,0.067,0
"MT1X",0,0.478733337596785,0.206,0.122,0
"SLC12A3",0,1.38737569601116,0.257,0.128,0
"KIFC3",0,0.29267810140341,0.289,0.22,0
"CDH16",0,0.386496507667415,0.203,0.124,0
"CBFB",0,-0.260820935612023,0.137,0.183,0
"HSD11B2",0,0.516605854569316,0.236,0.146,0
"MAF",0,0.519820495711299,0.221,0.122,0
"GCSH",0,0.404743772907485,0.141,0.067,0
"CYBA",0,-0.579686956272659,0.226,0.273,0
"DPEP1",0,0.560782635624237,0.189,0.094,0
"NXN",0,-0.368864971138613,0.065,0.106,0
"SLC43A2",0,0.35114372806591,0.245,0.164,0
"SERPINF2",0,0.356321083954198,0.114,0.055,0
"CLUH",0,0.339297682483977,0.132,0.082,0
"ASPA",0,0.332138921801333,0.166,0.105,0
"SAT2",0,0.446279034397177,0.211,0.112,0
"SHMT1",0,0.386462582447068,0.213,0.129,0
"SLC5A10",0,0.327097715583039,0.117,0.065,0
"ALDH3A2",0,0.456825004220944,0.192,0.099,0
"MTRNR2L1",0,0.550894884295728,0.121,0.059,0
"MYO1D",0,-0.671065760409503,0.163,0.266,0
"CCL5",0,-0.673652892636285,0.067,0.127,0
"LHX1",0,0.287952372827187,0.106,0.071,0
"IGFBP4",0,0.284873116872637,0.166,0.1,0
"STAT3",0,-0.382837042925597,0.303,0.357,0
"WNK4",0,0.60988310405923,0.141,0.068,0
"LINC00671",0,0.498548228917575,0.227,0.124,0
"TMEM101",0,0.451077725560712,0.15,0.091,0
"NFE2L1",0,0.334354511037029,0.217,0.136,0
"ITGA3",0,-0.603230293048662,0.094,0.149,0
"ACSF2",0,0.510369866322813,0.27,0.156,0
"ABCC3",0,-0.482630554740524,0.063,0.121,0
"VMP1",0,-0.699614936705411,0.32,0.44,0
"TANC2",0,-0.413619796782832,0.19,0.242,0
"CEP112",0,-0.312018812262545,0.172,0.228,0
"KCNJ16",0,0.379200700297126,0.393,0.292,0
"ATP5H",0,0.253610484811157,0.221,0.142,0
"SEPT9",0,-0.542554598047043,0.253,0.315,0
"AFMID",0,0.462182586592259,0.221,0.134,0
"RNF213",0,-0.294565857189018,0.349,0.398,0
"DCXR",0,0.605280879040512,0.198,0.097,0
"SMCHD1",0,-0.415840519117176,0.248,0.309,0
"EPB41L3",0,0.278540754082154,0.295,0.225,0
"PPP4R1",0,-0.290256304616917,0.104,0.148,0
"RAB31",0,-0.4170991905725,0.068,0.112,0
"IMPA2",0,0.310034510513315,0.228,0.142,0
"LDLRAD4",0,-0.971241252543799,0.162,0.284,0
"ATP5A1",0,0.280275334811838,0.301,0.206,0
"KATNAL2",0,0.265596136687919,0.127,0.081,0
"ACAA2",0,0.405786898007334,0.152,0.082,0
"TCF4",0,-0.576623318885719,0.132,0.173,0
"NEDD4L",0,0.26440917178178,0.452,0.384,0
"CYB5A",0,0.842798579251437,0.363,0.219,0
"PLCB1",0,-0.662054313583003,0.242,0.287,0
"PLCB4",0,-0.449888959731174,0.123,0.169,0
"DSTN",0,0.367129063135275,0.334,0.254,0
"DYNLRB1",0,0.293882312490196,0.221,0.138,0
"ROMO1",0,0.282016895659379,0.163,0.091,0
"SAMHD1",0,-0.399698425320807,0.062,0.113,0
"SGK2",0,0.330557929733779,0.202,0.131,0
"STK4",0,-0.441374580583314,0.127,0.192,0
"SLC13A3",0,0.319984593734345,0.3,0.204,0
"B4GALT5",0,-0.434326481657833,0.148,0.204,0
"PTPN1",0,-0.497055644319015,0.162,0.224,0
"TSHZ2",0,-0.945379254368226,0.043,0.112,0
"PCK1",0,1.00407998758819,0.31,0.137,0
"SLC2A4RG",0,0.258271404077619,0.145,0.091,0
"GPX4",0,0.383532082923885,0.293,0.201,0
"ATP5D",0,0.298502314471176,0.267,0.175,0
"GADD45B",0,0.347919698468498,0.234,0.181,0
"C19orf77",0,0.711060181683105,0.169,0.076,0
"PLIN5",0,0.467122536718232,0.142,0.075,0
"SAFB2",0,0.289736647407039,0.287,0.23,0
"RFX2",0,-0.77550444164593,0.072,0.135,0
"INSR",0,0.286898052204752,0.461,0.378,0
"ZNF69",0,0.350937322412418,0.185,0.139,0
"PRDX2",0,0.293012906015848,0.208,0.121,0
"NDUFB7",0,0.255808689646894,0.22,0.136,0
"CYP4F3",0,0.277823986578626,0.122,0.068,0
"MYO9B",0,-0.317002738163416,0.114,0.162,0
"GDF15",0,0.437028389544163,0.128,0.084,0
"NDUFA13",0,0.348756281713185,0.189,0.116,0
"PEPD",0,0.557288652946677,0.259,0.158,0
"HPN",0,0.351641787939525,0.317,0.218,0
"FXYD5",0,-0.433782104392555,0.079,0.125,0
"PRODH2",0,0.998113114871146,0.247,0.107,0
"HCST",0,-0.45721713839761,0.072,0.123,0
"GMFG",0,-0.462902426004652,0.091,0.143,0
"APOE",0,1.11792306171505,0.277,0.138,0
"FTL",0,0.708821432445279,0.483,0.414,0
"CD37",0,-0.608167985379441,0.065,0.139,0
"ETFB",0,0.4719934797947,0.194,0.096,0
"NKG7",0,-0.622158057571096,0.067,0.121,0
"ISOC2",0,0.323204936603766,0.108,0.042,0
"LL22NC03-2H8.5",0,0.462240016084415,0.186,0.142,0
"CHCHD10",0,0.369818711626252,0.24,0.143,0
"DDT",0,0.438550129834908,0.197,0.105,0
"GSTT1",0,0.277071678987887,0.103,0.05,0
"TTC28",0,-0.385393938384277,0.323,0.377,0
"MYH9",0,-0.391213579845843,0.269,0.321,0
"TST",0,0.413317131736126,0.102,0.03,0
"LGALS2",0,0.476796963558466,0.13,0.057,0
"DDX17",0,0.256616834081733,0.59,0.531,0
"MKL1",0,-0.297097075344912,0.22,0.271,0
"ST13",0,0.466920512326915,0.29,0.198,0
"PPARA",0,0.463208050739952,0.336,0.238,0
"MIOX",0,1.34878968613412,0.34,0.15,0
"ATP5J",0,0.380621931564722,0.275,0.176,0
"SOD1",0,0.423748874707997,0.296,0.203,0
"EVA1C",0,-0.472466469577148,0.092,0.151,0
"IFNAR2",0,-0.345760936283297,0.063,0.115,0
"KCNJ15",0,0.642046331159948,0.356,0.226,0
"TMPRSS2",0,0.358304099180272,0.153,0.094,0
"C21orf33",0,0.324629782794021,0.161,0.083,0
"PFKL",0,0.320850735332886,0.204,0.141,0
"COL6A1",0,0.376628854724596,0.152,0.1,0
"FTCD",0,0.816078731481898,0.244,0.13,0
"MT-ND1",0,1.40273710202747,0.46,0.384,0
"MT-ND2",0,1.45512069560417,0.47,0.4,0
"MT-CO1",0,1.18078804880598,0.529,0.467,0
"MT-CO2",0,1.37492150596553,0.46,0.399,0
"MT-ATP8",0,1.196256303165,0.32,0.173,0
"MT-ATP6",0,2.18331675791402,0.445,0.376,0
"MT-CO3",0,1.66501015044425,0.458,0.384,0
"MT-ND3",0,1.94439541232889,0.425,0.352,0
"MT-ND4L",0,1.4707891965071,0.404,0.252,0
"MT-ND4",0,1.18998972574557,0.473,0.416,0
"MT-ND5",0,1.65233583470454,0.481,0.39,0
"MT-ND6",0,1.09674788601291,0.299,0.15,0
"MT-CYB",0,1.70766140140434,0.447,0.376,0
"AC011043.1",0,-0.326624799216808,0.119,0.172,0
"FAM151A",0,0.515834676195913,0.105,0.03,0
"KIRREL",0,-0.309718781369439,0.063,0.105,0
"KIF26B",0,-0.487935508283358,0.095,0.159,0
"KLHL29",0,-0.440519140781616,0.068,0.126,0
"FABP1",0,1.09074069158416,0.156,0.043,0
"ROBO2",0,-0.545065894271222,0.074,0.125,0
"MME",0,0.675026493099086,0.321,0.184,0
"EBF1",0,-0.751419072154924,0.073,0.119,0
"GSTA1",0,1.42339726454203,0.178,0.044,0
"PLG",0,0.736824780070265,0.256,0.115,0
"SDK1",0,-0.757973939253783,0.24,0.335,0
"RAPGEF5",0,-0.539056119489861,0.079,0.132,0
"TMEM178B",0,-0.509631604520267,0.094,0.148,0
"SLC16A9",0,0.665071258310463,0.337,0.19,0
"ABCC2",0,0.291011517439238,0.138,0.088,0
"GLYAT",0,0.646211729775094,0.286,0.154,0
"CACNA1C",0,-0.704201190888035,0.069,0.122,0
"RP11-16D22.2",0,0.391957384596252,0.122,0.073,0
"NPAS3",0,-0.294846503024178,0.12,0.164,0
"RP11-368L12.1",0,0.389919101413301,0.241,0.171,0
"DTNA",0,-0.454088383555969,0.051,0.104,0
"AFM",0,0.627924425478513,0.198,0.102,0
"CDH6",0,-0.619796344363017,0.125,0.175,0
"SUGCT",0,0.262549082417322,0.281,0.226,0
"DDC",0,0.775434850961358,0.219,0.081,0
"SLC22A6",0,0.699438650615858,0.251,0.119,0
"PAH",0,0.789462183165078,0.323,0.176,0
"RP11-798K3.2",0,0.387221398672987,0.126,0.065,0
"SLC28A1",0,0.429985011494409,0.22,0.148,0
"G6PC",0,0.566310935606943,0.146,0.055,0
"FUT6",0,0.288582632994812,0.109,0.055,0
"SLC36A2",0,0.267723322870776,0.141,0.086,0
"DLGAP1",0,-1.11414835602501,0.085,0.2,0
"HECW1",0,0.255728495154425,0.131,0.092,0
"RP11-208K4.1",0,0.725878906460763,0.103,0.028,0
"NRG3",0,-0.670901181792137,0.11,0.199,0
"LINC00970",0,0.472478571348377,0.16,0.093,0
"AC007319.1",0,-0.500812133192754,0.077,0.136,0
"AC105402.4",0,-1.52376455272899,0.001,0.106,0
"AC012593.1",0,-0.72598778360074,0.135,0.23,0
"RP11-457K10.1",0,0.749649373664368,0.106,0.037,0
"CDKAL1",1.17995470412503e-307,-0.275288371024663,0.287,0.339,3.67225503017791e-303
"NFE2L2",9.00541888695163e-307,0.328311599906874,0.447,0.387,2.80266646599709e-302
"PLXNB1",4.68706431048831e-306,0.33204686440868,0.166,0.126,1.45870815471017e-301
"RASAL2",4.68738824051193e-306,-0.383196540616948,0.24,0.286,1.45880896821212e-301
"PPP3CC",2.53855833227183e-305,-0.250025128268446,0.133,0.176,7.90050124169638e-301
"RAD51B",4.63579083440923e-305,-0.310071580332079,0.277,0.329,1.44275082348484e-300
"NEGR1",1.00342252030997e-304,-0.599180460954634,0.068,0.101,3.12285156770868e-300
"USP3",2.55553506733272e-303,-0.277689267081497,0.188,0.235,7.95333623655289e-299
"REV3L",1.07831924046139e-302,-0.314319491762283,0.232,0.28,3.35594514016394e-298
"RAB8B",1.46243787092552e-302,-0.285431166672698,0.097,0.135,4.55139914189441e-298
"RNASET2",2.67712300753875e-302,-0.337085833634334,0.072,0.105,8.33174222406209e-298
"CPEB2",4.19456257557431e-302,-0.284975758819192,0.135,0.178,1.30543176477024e-297
"AGO2",1.12634001949939e-299,-0.264585797654017,0.106,0.145,3.50539540868601e-295
"LINC00969",2.19090840836659e-299,0.387969723608771,0.4,0.362,6.8185451485185e-295
"MAML3",5.78377033603651e-299,-0.348801056557095,0.219,0.265,1.80002500398128e-294
"IL1R1",7.5663492208885e-299,-0.364207469522041,0.075,0.109,2.35479920452492e-294
"MBP",2.10628671255106e-297,-0.331280526140943,0.174,0.217,6.5551855068014e-293
"CCM2",1.46627821829277e-296,-0.257472369354058,0.102,0.14,4.56335107097076e-292
"CASK",7.99813034410878e-295,-0.332336369583941,0.161,0.205,2.48917812569353e-290
"ARID1B",2.01186260744624e-294,-0.255258625064056,0.402,0.451,6.26131880689418e-290
"HLA-DPA1",2.49565389902065e-294,-0.350170706681764,0.122,0.163,7.76697406453206e-290
"TGFBR1",5.49989633775332e-294,-0.263859219531151,0.082,0.117,1.71167773823559e-289
"CD81",1.05990760620701e-293,0.27565870542829,0.167,0.127,3.29864445203745e-289
"SVIL",2.26856450458649e-293,-0.485906594824967,0.276,0.322,7.06022645117409e-289
"CCL4",3.08276335433784e-292,-0.543746551983625,0.078,0.114,9.59417611137023e-288
"KMT2E",5.69859434578845e-291,-0.263711276951669,0.34,0.386,1.77351653229628e-286
"ADAMTS9",1.47951313322452e-288,-0.542034587004714,0.184,0.228,4.60454077322136e-284
"PIK3C2G",2.64392541222448e-288,0.271021178809679,0.178,0.135,8.22842466792502e-284
"TYROBP",4.00399422978143e-288,-0.525652454644469,0.077,0.112,1.24612308419258e-283
"VPS13B",1.00029543240053e-287,-0.258133637086707,0.305,0.355,3.11311944471693e-283
"RPS2",2.69252058146679e-285,-0.821459792339145,0.393,0.396,8.37966255364096e-281
"FOXN3",6.32737889432496e-284,-0.407944954389482,0.267,0.311,1.96920685949181e-279
"FBXL7",1.69377888533364e-283,-0.399679477898598,0.097,0.134,5.27137864693536e-279
"ALPK2",3.98745182465429e-283,0.285058295379361,0.139,0.102,1.24097475686891e-278
"ADK",1.61489928218639e-282,-0.30617480238617,0.321,0.366,5.02588954602049e-278
"BCL2",1.11219001354801e-281,-0.368227151534216,0.282,0.329,3.46135776016411e-277
"TMSB10",2.37239255893271e-281,-0.572447886956866,0.346,0.374,7.38336012191037e-277
"WDR60",2.98644153466014e-281,0.308819381505225,0.341,0.292,9.29440334416929e-277
"PFKFB3",4.84293744958284e-281,-0.282167935336498,0.106,0.144,1.50721899305917e-276
"MAL",1.02238856620295e-280,0.259889545450715,0.201,0.157,3.18187769573683e-276
"PICALM",1.23859890912483e-280,-0.343053494872201,0.394,0.429,3.8547675249783e-276
"SSH2",3.62915485881651e-279,-0.344906710143237,0.331,0.375,1.12946557516087e-274
"ENOX1",9.27566611343259e-279,0.328973995628487,0.158,0.118,2.88677280782249e-274
"GSK3B",9.52389565428214e-279,-0.27342540511503,0.243,0.289,2.96402680552569e-274
"DCDC2",1.5836594237652e-277,-0.461322513586217,0.282,0.325,4.92866485864206e-273
"EPB41L2",2.78166654415275e-277,-0.313944195779222,0.104,0.141,8.6571026187122e-273
"KLRD1",5.5297046749313e-277,-0.353298107517735,0.086,0.122,1.72095468893212e-272
"SNORA76",1.2444244507853e-276,0.535927566587528,0.179,0.141,3.87289777573401e-272
"SCNN1A",4.2571654607401e-276,0.261678777104947,0.216,0.172,1.32491503469153e-271
"PDE3B",6.58053254995338e-276,-0.44072756309405,0.099,0.136,2.04799334019649e-271
"NABP1",3.87248270948605e-275,-0.271137092284996,0.084,0.119,1.20519406884625e-270
"EHMT1",1.41231897512924e-272,-0.253545016038595,0.25,0.298,4.39541911439721e-268
"ZCCHC7",1.41456732801251e-272,-0.279137253010582,0.287,0.335,4.40241643824053e-268
"SHANK3",2.12296779868865e-272,0.25321323559673,0.113,0.079,6.60710038307881e-268
"RP11-66B24.5",6.908654338331e-272,0.29726322378638,0.143,0.106,2.15011140317537e-267
"PACS1",4.14785564689012e-271,-0.31693204360759,0.236,0.281,1.29089563442514e-266
"KLF7",2.85830840423233e-270,-0.278162008610019,0.129,0.169,8.89562741565186e-266
"SYNE2",9.66716034789639e-270,0.48354179104627,0.629,0.596,3.00861364347231e-265
"DENND4C",1.38442076581187e-268,-0.291906457154064,0.211,0.255,4.3085943073597e-264
"RP5-1043L13.1",1.98441376094362e-268,0.268293189526456,0.106,0.074,6.17589250680872e-264
"PHACTR2",2.29275533160433e-267,-0.320193281391715,0.177,0.218,7.13551314301899e-263
"PTBP3",3.06271055859154e-267,-0.26628274400835,0.232,0.276,9.53176780044858e-263
"ABR",5.59996611265474e-267,-0.271706224673986,0.109,0.147,1.74282145358041e-262
"FOXO1",8.88310947714427e-267,-0.350856526951047,0.294,0.338,2.76460133147684e-262
"BRAF",1.2297395107141e-266,-0.264082839518975,0.281,0.327,3.82719530524444e-262
"JUND",1.03195570310817e-265,0.270722195653643,0.272,0.221,3.21165253921323e-261
"SLIT3",5.05244835043583e-265,-0.54747707155202,0.074,0.105,1.57242297562264e-260
"SH3KBP1",9.42226847682884e-265,-0.292753099585992,0.107,0.144,2.93239839535867e-260
"CD55",1.50957707646048e-264,-0.270928977223359,0.087,0.121,4.6981057773603e-260
"KDM4C",6.31592887896778e-264,-0.253706822198687,0.242,0.29,1.96564338571235e-259
"D2HGDH",1.06986521361067e-263,0.266600535652575,0.155,0.117,3.32963451779911e-259
