"",p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
"87",0,0.533069772717077,0.288,0.146,0,Health,LIFR
"88",0,0.52901933987765,0.233,0.03,0,Health,CSRNP1
"89",0,0.526267508216071,0.305,0.115,0,Health,DHRS3
"90",0,0.525739769813227,0.463,0.214,0,Health,NFKBIA
"91",0,0.525535083892626,0.603,0.388,0,Health,ADI1
"92",0,0.521610527762033,0.765,0.61,0,Health,JUND
"93",0,0.516709477188031,0.588,0.391,0,Health,DCXR
"94",0,0.515537791406583,0.573,0.301,0,Health,DUSP1
"95",0,0.514836773420802,0.299,0.146,0,Health,FOSB
"96",0,0.514347054188867,0.386,0.201,0,Health,ATP5J
"97",0,0.513681418887032,1,0.956,0,Health,MT-CO3
"98",0,0.503312724185127,0.51,0.33,0,Health,CA2
"99",0,0.500819847257441,0.292,0.139,0,Health,RCAN1
"100",0,0.499814396340783,0.103,0.024,0,Health,SLC6A19
"101",0,0.499504964960712,0.31,0.109,0,Health,ATP6V1B1
"102",0,0.49428838427754,0.31,0.15,0,Health,TACC1
"103",0,0.49337740986186,0.608,0.419,0,Health,MT1X
"104",0,0.49013884240252,0.559,0.355,0,Health,HERPUD1
"105",0,0.481737213515954,0.409,0.223,0,Health,ATP5L
"106",0,0.48043005878295,0.724,0.548,0,Health,CYSTM1
"107",0,0.473887509051722,0.327,0.165,0,Health,DHRS4L2
"108",0,0.471824809025913,0.131,0.007,0,Health,7SK.2
"109",0,0.471700109149666,0.39,0.211,0,Health,USMG5
"110",0,0.469544606613086,0.279,0.115,0,Health,PVALB
"111",0,0.466204205377588,0.411,0.223,0,Health,ATP5I
"112",0,0.45824612033226,0.269,0.093,0,Health,RNF152
"113",0,0.439011592968818,0.289,0.125,0,Health,CREM
"114",0,0.438207278369273,0.153,0.052,0,Health,ADM
"115",0,0.436788608989257,0.162,0.023,0,Health,MAFF
"116",0,0.436536647775763,0.194,0.073,0,Health,C19orf77
"117",0,0.432125466899484,0.124,0.039,0,Health,SNCG
"118",0,0.430464198848632,0.117,0.036,0,Health,FAM24B
"119",0,0.429444818226222,0.304,0.114,0,Health,SHFM1
"120",0,0.425202047475192,0.314,0.138,0,Health,PTP4A1
"121",0,0.423088106107046,0.401,0.221,0,Health,ATP5D
"122",0,0.417948901961254,0.301,0.146,0,Health,BHLHE40
"123",0,0.41732309909018,0.286,0.111,0,Health,KLF10
"124",0,0.417129121982588,0.497,0.336,0,Health,C11orf54
"125",0,0.416716703769202,0.423,0.223,0,Health,TOB1
"126",0,0.414558444081752,0.368,0.199,0,Health,RHOBTB3
"127",0,0.414022002213937,0.147,0.053,0,Health,C8orf4
"128",0,0.413376093295241,0.387,0.214,0,Health,ATP5G3
"129",0,0.408547766260628,0.204,0.058,0,Health,CDKN1A
"130",0,0.405374285830677,0.314,0.133,0,Health,ALDH1L1
"131",0,0.404301912768318,0.352,0.17,0,Health,FBXO21
"132",0,0.403279331671293,0.459,0.255,0,Health,GABARAPL1
"133",0,0.403230307546407,1,0.975,0,Health,MT-CO2
"134",0,0.401361983664277,0.396,0.209,0,Health,TCEB2
"135",0,0.400842869187596,0.31,0.153,0,Health,DNAJB1
"136",0,0.400370829917741,0.24,0.073,0,Health,SELK
"137",0,0.399518386019682,0.142,0.047,0,Health,AZGP1
"138",0,0.399051796663889,0.815,0.66,0,Health,PEBP1
"139",0,0.396838476701306,0.365,0.177,0,Health,MCL1
"140",0,0.396250138678309,0.447,0.253,0,Health,COX7A1
"141",0,0.385545004437736,0.251,0.115,0,Health,NEDD9
"142",0,0.385176408427809,0.312,0.13,0,Health,MYEOV2
"143",0,0.384987018768376,0.57,0.393,0,Health,MPC1
"144",0,0.383265582575807,0.477,0.311,0,Health,GLRX
"145",0,0.381415068101149,0.17,0.058,0,Health,ETNK2
"146",0,0.380520692528677,0.163,0.059,0,Health,FAM107A
"147",0,0.378471487988354,0.233,0.103,0,Health,ETS2
"148",0,0.378235721093853,0.855,0.656,0,Health,MT-ATP8
"149",0,0.378086892387828,0.46,0.254,0,Health,CRYL1
"150",0,0.375623943454438,0.538,0.349,0,Health,JUN
"151",0,0.375119577670493,0.399,0.214,0,Health,ATP5G2
"152",0,0.372195472540289,0.469,0.257,0,Health,SLC3A2
"153",0,0.370172184096095,0.275,0.126,0,Health,DUSP6
"154",0,0.36144357154663,0.32,0.178,0,Health,NQO2
"155",0,0.356820540183175,0.22,0.051,0,Health,SLC25A33
"156",0,0.353215491531575,0.484,0.258,0,Health,NDRG1
"157",0,0.347151118164875,0.556,0.369,0,Health,RHOB
"158",0,0.34688399061342,0.359,0.185,0,Health,C14orf2
"159",0,0.343113851924774,0.248,0.089,0,Health,GLTSCR2
"160",0,0.342625577094162,0.122,0.011,0,Health,ZBTB16
"161",0,0.337290847370488,0.381,0.2,0,Health,GAS6
"162",0,0.32828884114429,0.4,0.211,0,Health,ECI2
"163",0,0.327465421312436,0.824,0.682,0,Health,UBC
"164",0,0.327359081499113,0.333,0.179,0,Health,GPX1
"165",0,0.326292678940743,0.211,0.073,0,Health,C21orf33
"166",0,0.325662666190644,0.386,0.213,0,Health,UQCR11.1
"167",0,0.322666205209403,0.442,0.241,0,Health,OGDHL
"168",0,0.32240092119335,0.252,0.084,0,Health,MIR22HG
"169",0,0.321768892047259,0.137,0.033,0,Health,ZNF331
"170",0,0.321528006548014,0.107,0.002,0,Health,NR4A3
"171",0,0.320728470083426,0.199,0.068,0,Health,SOCS2
"172",0,0.319850788667028,0.288,0.132,0,Health,ATP5H
"173",0,0.319841257908079,0.442,0.262,0,Health,SLC25A4
"174",0,0.319730992375458,0.618,0.402,0,Health,MT-ND6
"175",0,0.319326154461027,0.435,0.272,0,Health,PTH1R
"176",0,0.318833057652278,0.837,0.716,0,Health,COX6C
"177",0,0.31877964805835,0.281,0.151,0,Health,QDPR
"178",0,0.316868265325521,0.356,0.181,0,Health,ATP5J2
"179",0,0.314325443475484,0.3,0.156,0,Health,CCND1
"180",0,0.313755338942283,0.648,0.466,0,Health,MT1E
"181",0,0.311552515983749,0.269,0.106,0,Health,MRP63
"182",0,0.310831820066606,0.444,0.272,0,Health,ALDH2
"183",0,0.308806874876771,0.136,0.025,0,Health,AGPAT9
"184",0,0.306784532602208,0.289,0.161,0,Health,ALDH3A2
"185",0,0.305151539679692,0.292,0.12,0,Health,C19orf43
"186",0,0.305126823297139,0.353,0.199,0,Health,HAGH
"187",0,0.30427356933549,0.316,0.155,0,Health,MACROD1
"188",0,0.303653120115571,0.506,0.353,0,Health,SAT2
"189",0,0.301525487310047,0.328,0.159,0,Health,NDUFB8.1
"190",0,0.298728039677828,0.226,0.075,0,Health,C17orf89
"191",0,0.298697833578625,0.893,0.767,0,Health,RPL37A
"192",0,0.297223908969296,0.447,0.261,0,Health,FDX1
"193",0,0.292810040210303,0.128,0.015,0,Health,SIK1
"194",0,0.292715696743274,0.754,0.593,0,Health,NDUFB1
"195",0,0.288140642477082,0.284,0.117,0,Health,SF3B14
"196",0,0.287624525328525,0.994,0.932,0,Health,MT-ND5
"197",0,0.285427108000106,0.267,0.109,0,Health,NHP2L1
"198",0,0.284912821157608,0.146,0.039,0,Health,LDLR
"199",0,0.284152837714509,0.17,0.056,0,Health,HPGD
"200",0,0.283989776504944,0.162,0.034,0,Health,SLC25A25
"201",0,0.281792613669805,0.146,0.054,0,Health,HSD17B14
"202",0,0.281567959768131,0.357,0.186,0,Health,PIM3
"203",0,0.28014901006933,0.314,0.145,0,Health,TMEM66
"204",0,0.279974301778303,0.225,0.074,0,Health,TCEB1
"205",0,0.277012344395282,0.355,0.185,0,Health,PHYH
"206",0,0.275435802167204,0.207,0.097,0,Health,FZD4
"207",0,0.274699156025879,0.336,0.176,0,Health,ATP5G1
"208",0,0.274399782995023,0.236,0.095,0,Health,TSPAN7
"209",0,0.273776573669283,0.552,0.382,0,Health,IER2
"210",0,0.273464125587146,0.266,0.119,0,Health,BTG3
"211",0,0.272659917463105,0.309,0.15,0,Health,ATP5C1
"212",0,0.271938271332582,1,0.973,0,Health,MT-CO1
"213",0,0.271605408637378,0.183,0.05,0,Health,TEX41
"214",0,0.269924304950743,0.288,0.149,0,Health,KIAA1191
"215",0,0.267064227108499,0.34,0.178,0,Health,MIDN
"216",0,0.266568877272698,0.736,0.554,0,Health,NDUFC1
"217",0,0.265836829165629,0.446,0.267,0,Health,ATP5E
"218",0,0.265435887742206,0.107,0.021,0,Health,HBEGF
"219",0,0.265384342288554,0.13,0.026,0,Health,CRABP1
"220",0,0.265056916685322,0.323,0.178,0,Health,FOSL2
"221",0,0.262170607104004,0.282,0.129,0,Health,CTNNAL1
"222",0,0.261943152581024,0.202,0.077,0,Health,TRIB1
"223",0,0.261933370100447,0.124,0.018,0,Health,KLF15
"224",0,0.258943171506058,0.726,0.562,0,Health,HSP90AB1
"225",0,0.258861755302495,0.298,0.135,0,Health,LSMD1
"226",0,0.256610716366964,0.591,0.411,0,Health,HSPD1
"227",0,0.255335733557196,0.313,0.167,0,Health,NGFRAP1
"228",0,0.25432083033635,0.471,0.288,0,Health,DNAJC19
"229",0,0.254291227708976,1,0.945,0,Health,MT-ATP6
"230",0,0.251429257564819,0.256,0.132,0,Health,MTHFS
"231",0,0.249977493097962,0.808,0.658,0,Health,TOMM7
"232",0,0.249484185701653,0.24,0.113,0,Health,ACADSB
"233",0,0.247438441248416,0.115,0.027,0,Health,PART1
"234",0,0.246448238971513,0.302,0.144,0,Health,IDI1
"235",0,0.246066873536494,0.614,0.429,0,Health,NDUFAB1
"236",0,0.246051759644619,0.598,0.409,0,Health,ETFB
"237",0,0.244214539460211,0.103,0.022,0,Health,DUSP5
"238",0,0.24246343258655,0.51,0.335,0,Health,ACAT1
"239",0,0.240657898078513,0.166,0.06,0,Health,BAG3
"240",0,0.239676149841053,0.118,0.031,0,Health,NR0B2
"241",0,0.23856333260539,0.453,0.312,0,Health,LMNA
"242",0,0.238435540026992,0.441,0.273,0,Health,GCSH
"243",0,0.236045621505984,0.443,0.286,0,Health,HSD11B2
"244",0,0.233010844934801,0.271,0.123,0,Health,MMP24-AS1
"245",0,0.232963673629292,0.137,0.042,0,Health,ELL2
"246",0,0.231807618962222,0.147,0.038,0,Health,NFIL3
"247",0,0.231276608914038,0.217,0.086,0,Health,LINC00671
"248",0,0.22870286773402,0.298,0.15,0,Health,ATP5O
"249",0,0.227766629409997,0.522,0.321,0,Health,EIF1AX
"250",0,0.226021546277466,0.279,0.134,0,Health,NUDT16
"251",0,0.225993932749093,0.224,0.087,0,Health,LINC00116
"252",0,0.225589914342056,0.591,0.437,0,Health,ECHS1
"253",0,0.225530827044399,0.523,0.331,0,Health,HINT2
"254",0,0.224457746372781,0.267,0.116,0,Health,C11orf31
"255",0,0.224395261161519,0.68,0.526,0,Health,HSPA8
"256",0,0.220955089695422,0.425,0.256,0,Health,METTL7A
"257",0,0.220069997456051,0.542,0.388,0,Health,BTG1
"258",0,0.219517063766546,0.147,0.043,0,Health,RALYL
"259",0,0.21939293082998,0.387,0.225,0,Health,BEX2
"260",0,0.217708621025058,0.457,0.273,0,Health,EIF4A1
"261",0,0.21740950927364,0.165,0.048,0,Health,TCEAL2
"262",0,0.217375328661211,0.229,0.093,0,Health,ATP5F1
"263",0,0.216667336018256,0.235,0.092,0,Health,LINC00493
"264",0,0.216516837979449,0.536,0.34,0,Health,VAMP2
"265",0,0.21512100056398,0.213,0.085,0,Health,WBP5
"266",0,0.21500953524052,0.188,0.056,0,Health,TP53INP2
"267",0,0.214305086643096,0.214,0.081,0,Health,U2AF1
"268",0,0.214247909520971,0.353,0.22,0,Health,SH3YL1
"269",0,0.213831416082753,0.124,0.027,0,Health,NAB2
"270",0,0.21148361447496,0.577,0.389,0,Health,SLIRP
"271",0,0.211091970142817,0.371,0.223,0,Health,CPEB4
"272",0,0.204003866191177,0.144,0.056,0,Health,PRLR
"273",0,0.2028588706116,0.342,0.178,0,Health,NDRG2
"274",0,0.202527684910799,0.132,0.03,0,Health,ATP1B2
"275",0,0.202438296359526,0.198,0.075,0,Health,VPS37B
"276",0,0.202023568420685,0.559,0.375,0,Health,SNHG8
"277",0,0.201655774779952,0.374,0.228,0,Health,IRF2BP2
"278",0,0.201612338803164,0.279,0.16,0,Health,THY1
"279",0,0.201370895801084,0.22,0.085,0,Health,C7orf55
"280",0,-0.200788985336212,0.703,0.638,0,Health,ATP6V0E1
"281",0,-0.200807171373752,0.148,0.129,0,Health,UGT8
"282",0,-0.204125934652214,0.346,0.288,0,Health,NPTN
"283",0,-0.204611207703855,0.413,0.347,0,Health,SEPT7
"284",0,-0.204692632524402,0.394,0.333,0,Health,MRPS34
"285",0,-0.206111520182832,0.256,0.223,0,Health,ITFG1
"286",0,-0.206642338879156,0.297,0.253,0,Health,UBE2I
"287",0,-0.207446421201754,0.415,0.333,0,Health,LRPAP1
"288",0,-0.208060509188389,0.479,0.413,0,Health,FKBP1A
"289",0,-0.208087573093646,0.475,0.396,0,Health,SF3B1
"290",0,-0.208188849216091,0.232,0.199,0,Health,NEU1
"291",0,-0.208514336206407,0.517,0.434,0,Health,NOP10
"292",0,-0.208706048914585,0.265,0.23,0,Health,CD2AP
"293",0,-0.208827231188197,0.425,0.353,0,Health,CAPZB
"294",0,-0.209383381465258,0.334,0.287,0,Health,SPCS3
"295",0,-0.209430652258411,0.519,0.436,0,Health,PSMB3
"296",0,-0.210283618551328,0.322,0.269,0,Health,TMEM50B
"297",0,-0.210807150530778,0.179,0.144,0,Health,MUC15
"298",0,-0.211441133758379,0.815,0.725,0,Health,RPS16
"299",0,-0.211807172063475,0.288,0.256,0,Health,APEX1
"300",0,-0.212165057838286,0.326,0.274,0,Health,GPAA1
"301",0,-0.212612275107801,0.227,0.185,0,Health,TTC14
"302",0,-0.21265771959414,0.245,0.213,0,Health,NUTF2
"303",0,-0.213054948029079,0.221,0.193,0,Health,TP53I13
"304",0,-0.21353699600548,0.311,0.27,0,Health,SSR1
"305",0,-0.213579566290719,0.6,0.519,0,Health,YWHAB
"306",0,-0.213689048737315,0.335,0.281,0,Health,PPP4C
"307",0,-0.213846086457357,0.484,0.409,0,Health,SERBP1
"308",0,-0.215136201960709,0.506,0.433,0,Health,SEC11A
"309",0,-0.216031083208628,0.274,0.224,0,Health,LLGL2
"310",0,-0.216615760675321,0.44,0.368,0,Health,RNH1
"311",0,-0.216805674421827,0.81,0.703,0,Health,PRDX1
"312",0,-0.217482370385071,0.233,0.208,0,Health,TMED5
"313",0,-0.217584394704674,0.378,0.328,0,Health,XRCC5
"314",0,-0.218330830976417,0.316,0.261,0,Health,ORMDL1
"315",0,-0.21861043754054,0.227,0.204,0,Health,PRDX4
"316",0,-0.219087189880564,0.787,0.713,0,Health,EDF1
"317",0,-0.220148030308651,0.348,0.295,0,Health,TBCB
"318",0,-0.220852571860923,0.334,0.264,0,Health,FOLR1
"319",0,-0.221092982794846,0.163,0.147,0,Health,ERMP1
"320",0,-0.221636308092327,0.244,0.216,0,Health,DDOST
"321",0,-0.221811070003669,0.219,0.181,0,Health,PDE1A
"322",0,-0.222284077394901,0.368,0.311,0,Health,RPN2
"323",0,-0.222495718421546,0.301,0.255,0,Health,ZNF207
"324",0,-0.222879914204783,0.284,0.244,0,Health,DDRGK1
"325",0,-0.223333364240285,0.31,0.267,0,Health,CXXC5
"326",0,-0.223675091464498,0.32,0.274,0,Health,CTTN
"327",0,-0.224722621697733,0.356,0.3,0,Health,TMED9
"328",0,-0.224741011292772,0.267,0.218,0,Health,RAB3IP
"329",0,-0.225104934406328,0.41,0.352,0,Health,NSA2
"330",0,-0.225283211034038,0.208,0.177,0,Health,ZNF503
"331",0,-0.225564278540848,0.334,0.292,0,Health,MACF1
"332",0,-0.226090234394943,0.375,0.321,0,Health,PPA1
"333",0,-0.226248314777324,0.335,0.287,0,Health,BTF3L4
"334",0,-0.226377656667718,0.407,0.345,0,Health,PGAM1
"335",0,-0.22667059147785,0.249,0.23,0,Health,CISD2
"336",0,-0.226756424760299,0.327,0.283,0,Health,CAP1
"337",0,-0.226837432379229,0.225,0.202,0,Health,ATP2C1
"338",0,-0.227098684726896,0.362,0.303,0,Health,CHD9
"339",0,-0.227132679627681,0.263,0.222,0,Health,AGPAT2
"340",0,-0.227947510464043,0.51,0.43,0,Health,PDIA3
"341",0,-0.228331169197123,0.32,0.279,0,Health,SSNA1
"342",0,-0.229646334305808,0.252,0.225,0,Health,LRP10
"343",0,-0.229682584171879,0.404,0.347,0,Health,TALDO1
"344",0,-0.229687119809909,0.279,0.238,0,Health,TSPAN6
"345",0,-0.229755037798427,0.366,0.307,0,Health,PCMTD1
"346",0,-0.230452519357202,0.249,0.216,0,Health,GABARAP
"347",0,-0.230686977862615,0.227,0.19,0,Health,QTRT1
"348",0,-0.231335242091416,0.533,0.457,0,Health,HNRNPU
"349",0,-0.233184007321307,0.431,0.364,0,Health,PTP4A2
"350",0,-0.233571200169492,0.218,0.198,0,Health,NPEPPS
"351",0,-0.234118413227455,0.479,0.428,0,Health,SYNE2
"352",0,-0.234412569769885,0.344,0.286,0,Health,RCN2
"353",0,-0.23448570245791,0.564,0.49,0,Health,SPCS2
"354",0,-0.234599886745414,0.232,0.2,0,Health,OBSL1
"355",0,-0.234846372097303,0.548,0.469,0,Health,APRT
"356",0,-0.234874690724049,0.305,0.26,0,Health,EMC10
"357",0,-0.235268646485256,0.471,0.391,0,Health,ZFAS1
"358",0,-0.235279278352692,0.266,0.241,0,Health,SPPL2A
"359",0,-0.235847920393856,0.552,0.476,0,Health,CIB1
"360",0,-0.235913820220925,0.284,0.242,0,Health,RPL22L1
"361",0,-0.235980375037159,0.27,0.24,0,Health,PSENEN
"362",0,-0.236167683057906,0.193,0.179,0,Health,WWC1
"363",0,-0.236623105011346,0.372,0.321,0,Health,MOB1A
"364",0,-0.23681703634916,0.707,0.636,0,Health,MYL12A
"365",0,-0.237178562166547,0.483,0.408,0,Health,CD164
"366",0,-0.237282443851586,0.498,0.427,0,Health,SNRPD2
"367",0,-0.239329192156273,0.228,0.195,0,Health,AKR1B1
"368",0,-0.239360009368702,0.284,0.238,0,Health,AMFR
"369",0,-0.239681607464767,0.674,0.602,0,Health,SEC61G
"370",0,-0.240024312598395,0.403,0.349,0,Health,CBX3
"371",0,-0.24057467728572,0.286,0.243,0,Health,SCIN
"372",0,-0.241084557970218,0.74,0.671,0,Health,MGST3
"373",0,-0.241473620576182,0.609,0.536,0,Health,WDR83OS
"374",0,-0.241789275481598,0.482,0.413,0,Health,EIF3E
"375",0,-0.241825305466266,0.467,0.396,0,Health,EIF3G
"376",0,-0.242896487958145,0.391,0.328,0,Health,MYO6
"377",0,-0.243278384908515,0.649,0.553,0,Health,APLP2
"378",0,-0.246333782764426,0.292,0.259,0,Health,RBBP4
"379",0,-0.246395929371095,0.412,0.356,0,Health,COMT
"380",0,-0.247271454627868,0.31,0.274,0,Health,FARP1
"381",0,-0.24787387423619,0.573,0.481,0,Health,RABAC1
"382",0,-0.247908490315676,0.31,0.276,0,Health,VPS35
"383",0,-0.248202672387631,0.354,0.289,0,Health,SCNN1A
"384",0,-0.248293397420702,0.425,0.353,0,Health,COBLL1
"385",0,-0.249184849413277,0.317,0.27,0,Health,MAL2
"386",0,-0.249934357055041,0.359,0.315,0,Health,TMEM167A
"387",0,-0.249951822230476,0.397,0.342,0,Health,SFT2D1
"388",0,-0.25124198269039,0.521,0.435,0,Health,CD46
"389",0,-0.251714276183592,0.254,0.229,0,Health,M6PR
"390",0,-0.251841925023446,0.25,0.227,0,Health,POU3F3
"391",0,-0.25193253856707,0.213,0.195,0,Health,DYNC2LI1
"392",0,-0.25297953728515,0.48,0.396,0,Health,AP2S1
"393",0,-0.253725919931599,0.289,0.259,0,Health,TMEM106B
"394",0,-0.25381170336983,0.207,0.187,0,Health,RBM6
"395",0,-0.25553400291079,0.542,0.48,0,Health,PPP1CB
"396",0,-0.25575557866598,0.378,0.322,0,Health,RTN3
"397",0,-0.256964211498769,0.261,0.242,0,Health,ZBTB44
"398",0,-0.257363654261827,0.93,0.891,0,Health,RPL35
"399",0,-0.257895800856969,0.396,0.341,0,Health,PABPN1
"400",0,-0.258440640756151,0.428,0.369,0,Health,LAMTOR2
"401",0,-0.260732710367682,0.184,0.166,0,Health,MBP
"402",0,-0.260932825932526,0.182,0.175,0,Health,ST14
"403",0,-0.261102044950879,0.401,0.343,0,Health,LMAN2
"404",0,-0.263484962660332,0.327,0.306,0,Health,JAK1
"405",0,-0.263805433244629,0.153,0.141,0,Health,MST1
"406",0,-0.263811689768265,0.356,0.315,0,Health,SNRNP70
"407",0,-0.263944880417987,0.687,0.631,0,Health,CD81
"408",0,-0.263992309750585,0.474,0.408,0,Health,NAP1L1
"409",0,-0.265236484515025,0.376,0.329,0,Health,VKORC1
"410",0,-0.265354059626663,0.59,0.489,0,Health,CD59
"411",0,-0.265488862886103,0.402,0.356,0,Health,PTTG1IP
"412",0,-0.265900802695951,0.362,0.322,0,Health,LAMP2
"413",0,-0.265935330706967,0.471,0.408,0,Health,LSM7
"414",0,-0.26709090430248,0.829,0.769,0,Health,H3F3A
"415",0,-0.267221412714986,0.782,0.711,0,Health,EEF1D
"416",0,-0.267407532317449,0.447,0.379,0,Health,KDELR1
"417",0,-0.267571340687529,0.255,0.201,0,Health,ABHD17A
"418",0,-0.269881835781621,0.472,0.41,0,Health,CAPZA2
"419",0,-0.270723659929071,0.344,0.304,0,Health,C6orf62
"420",0,-0.271277852337327,0.242,0.223,0,Health,OGT
"421",0,-0.272706766788459,0.315,0.285,0,Health,IQGAP1
"422",0,-0.272797360691433,0.389,0.349,0,Health,TPM3
"423",0,-0.27301631443949,0.845,0.789,0,Health,RPS2
"424",0,-0.273537315826162,0.561,0.481,0,Health,SET
"425",0,-0.273779930490933,0.893,0.846,0,Health,PPIA
"426",0,-0.274097968890474,0.36,0.317,0,Health,CLDN7
"427",0,-0.27425121058483,0.354,0.307,0,Health,NT5C
"428",0,-0.274338889522643,0.695,0.621,0,Health,YBX1
"429",0,-0.275224556175714,0.176,0.169,0,Health,SYNGR1
"430",0,-0.277584262520941,0.269,0.245,0,Health,NME1
"431",0,-0.278911463724379,0.475,0.427,0,Health,C9orf16
"432",0,-0.279233945449748,0.178,0.17,0,Health,ITGA2
