"gene","X","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","HGNC.symbol"
"Cmip",842,9.63931436323717e-279,-0.367261748922467,0.28,0.323,2.61543516617714e-274,"AKI","CMIP"
"Cmip",110,0,0.397883957792336,0.324,0.299,0,"Health","CMIP"
"Zrsr1",111,0,0.38949584849414,0.338,0.337,0,"Health","ZRSR2"
"Zrsr1",817,2.29889514000727e-306,0.301063895499244,0.392,0.294,6.23759218338172e-302,"AKI","ZRSR2"
"Zrsr1",1267,0,-0.695640046954481,0.267,0.374,0,"CKD","ZRSR2"
"Rbm47",819,1.58501649931268e-303,-0.291482847159092,0.314,0.329,4.3006252675851e-299,"AKI","RBM47"
"Rbm47",112,0,0.386090631426253,0.298,0.329,0,"Health","RBM47"
"Pitpnc1",1261,0,-0.557658463016768,0.358,0.402,0,"CKD","PITPNC1"
"Pitpnc1",113,0,0.380863330574064,0.379,0.389,0,"Health","PITPNC1"
"Pitpnc1",1174,1.03419066615558e-69,0.202027730462686,0.414,0.366,2.80606953447995e-65,"AKI","PITPNC1"
"Ncoa3",114,0,0.360891763100285,0.274,0.278,0,"Health","NCOA3"
"Ncoa3",1167,1.83737897682265e-71,-0.211480012991086,0.265,0.287,4.9853603778129e-67,"AKI","NCOA3"
"Trpm7",660,0,-0.437430430078114,0.256,0.276,0,"AKI","TRPM7"
"Trpm7",115,0,0.342615363864558,0.258,0.269,0,"Health","TRPM7"
"Esrrg",1230,0,0.869854882694746,0.708,0.509,0,"CKD","ESRRG"
"Esrrg",116,0,0.334914860164427,0.608,0.57,0,"Health","ESRRG"
"Esrrg",782,0,-1.21373624480075,0.461,0.67,0,"AKI","ESRRG"
"Cobll1",117,0,0.333475542008408,0.29,0.288,0,"Health","COBLL1"
"Cobll1",920,6.41694681293731e-195,-0.358607792268397,0.265,0.307,1.74111017875428e-190,"AKI","COBLL1"
"Plcb1",950,7.11884108725648e-176,-0.30947246764278,0.252,0.287,1.9315551522053e-171,"AKI","PLCB1"
