"",p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene,diff.pct
"260",0,0.217708621025058,0.457,0.273,0,LD,EIF4A1,0.184
"261",0,0.21740950927364,0.165,0.048,0,LD,TCEAL2,0.117
"262",0,0.217375328661211,0.229,0.093,0,LD,ATP5F1,0.136
"263",0,0.216667336018256,0.235,0.092,0,LD,LINC00493,0.143
"264",0,0.216516837979449,0.536,0.34,0,LD,VAMP2,0.196
"265",0,0.21512100056398,0.213,0.085,0,LD,WBP5,0.128
"266",0,0.21500953524052,0.188,0.056,0,LD,TP53INP2,0.132
"267",0,0.214305086643096,0.214,0.081,0,LD,U2AF1,0.133
"268",0,0.214247909520971,0.353,0.22,0,LD,SH3YL1,0.133
"269",0,0.213831416082753,0.124,0.027,0,LD,NAB2,0.097
"270",0,0.21148361447496,0.577,0.389,0,LD,SLIRP,0.188
"271",0,0.211091970142817,0.371,0.223,0,LD,CPEB4,0.148
"272",0,0.204003866191177,0.144,0.056,0,LD,PRLR,0.088
"273",0,0.2028588706116,0.342,0.178,0,LD,NDRG2,0.164
"274",0,0.202527684910799,0.132,0.03,0,LD,ATP1B2,0.102
"275",0,0.202438296359526,0.198,0.075,0,LD,VPS37B,0.123
"276",0,0.202023568420685,0.559,0.375,0,LD,SNHG8,0.184
"277",0,0.201655774779952,0.374,0.228,0,LD,IRF2BP2,0.146
"278",0,0.201612338803164,0.279,0.16,0,LD,THY1,0.119
"279",0,0.201370895801084,0.22,0.085,0,LD,C7orf55,0.135
"280",0,-0.200788985336212,0.703,0.638,0,LD,ATP6V0E1,0.065
"281",0,-0.200807171373752,0.148,0.129,0,LD,UGT8,0.019
"282",0,-0.204125934652214,0.346,0.288,0,LD,NPTN,0.058
"283",0,-0.204611207703855,0.413,0.347,0,LD,SEPT7,0.066
"284",0,-0.204692632524402,0.394,0.333,0,LD,MRPS34,0.061
"285",0,-0.206111520182832,0.256,0.223,0,LD,ITFG1,0.033
"286",0,-0.206642338879156,0.297,0.253,0,LD,UBE2I,0.044
"287",0,-0.207446421201754,0.415,0.333,0,LD,LRPAP1,0.082
