"gene","X","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","diff.pct","HGNC.symbol"
"Rgs10",3752,3.6e-122,0.292623279,0.197,0.136,8.38e-118,"IRI_short_14",0.061,"RGS10"
"Adam8",1778,0,-0.605746128,0.002,0.154,0,"Control",-0.152,"ADAM8"
"Adam8",6872,0,0.329393334,0.217,0.087,0,"IRI_long_14",0.13,"ADAM8"
"Adam8",5904,4.99e-115,0.219922535,0.189,0.098,1.16e-110,"IRI_long_3",0.091,"ADAM8"
"Adam8",4464,1.97e-269,0.377001825,0.194,0.091,4.58e-265,"IRI_long_1",0.103,"ADAM8"
"Slc38a2",4040,0,0.45723758,0.487,0.281,0,"IRI_long_1",0.206,"SLC38A2"
"Slc38a2",1779,0,-0.60780057,0.121,0.399,0,"Control",-0.278,"SLC38A2"
"Slc38a2",5683,2.66e-157,0.387688991,0.45,0.297,6.19e-153,"IRI_long_3",0.153,"SLC38A2"
"Slc38a2",3855,3.6e-73,-0.206383647,0.248,0.316,8.37e-69,"IRI_short_14",-0.068,"SLC38A2"
"Slc38a2",3314,5.65e-82,0.213115668,0.412,0.299,1.31e-77,"IRI_short_3",0.113,"SLC38A2"
"Tlr2",6721,0,0.425480742,0.259,0.099,0,"IRI_long_14",0.16,"TLR2"
"Tlr2",4921,5.63e-121,0.25864594,0.18,0.111,1.31e-116,"IRI_long_1",0.069,"TLR2"
"Tlr2",1780,0,-0.610576694,0.003,0.177,0,"Control",-0.174,"TLR2"
"Tlr2",5513,1.14e-201,0.344561513,0.247,0.111,2.66e-197,"IRI_long_3",0.136,"TLR2"
"Cyth4",1781,0,-0.610580559,0.024,0.239,0,"Control",-0.215,"CYTH4"
"Cyth4",3052,2.74e-130,0.272919083,0.279,0.159,6.38e-126,"IRI_short_3",0.12,"CYTH4"
"Cyth4",5414,4.78e-236,0.334697359,0.322,0.157,1.11e-231,"IRI_long_3",0.165,"CYTH4"
"Cyth4",6697,0,0.44699304,0.365,0.138,0,"IRI_long_14",0.227,"CYTH4"
"Calm1",6711,0,0.434964426,0.762,0.567,0,"IRI_long_14",0.195,"CALM1"
"Calm1",5133,0,0.473736113,0.759,0.581,0,"IRI_long_3",0.178,"CALM1"
"Calm1",1782,0,-0.610757641,0.369,0.703,0,"Control",-0.334,"CALM1"
"Calm1",2958,2.08e-156,0.257593136,0.736,0.582,4.84e-152,"IRI_short_3",0.154,"CALM1"
"Slc16a3",6973,0,0.272900258,0.211,0.086,0,"IRI_long_14",0.125,"SLC16A3"
"Slc16a3",4013,0,0.526795124,0.206,0.087,0,"IRI_long_1",0.119,"SLC16A3"
"Slc16a3",1783,0,-0.61104672,0.003,0.151,0,"Control",-0.148,"SLC16A3"
"Tacstd2",7920,1.83e-177,-0.417933436,0.086,0.167,4.27e-173,"IRI_long_14",-0.081,"TACSTD2"
"Tacstd2",4617,5.17e-208,0.372169086,0.249,0.144,1.2e-203,"IRI_long_1",0.105,"TACSTD2"
"Tacstd2",2119,0,0.853111937,0.408,0.109,0,"IRI_short_1",0.299,"TACSTD2"
"Tacstd2",1784,0,-0.612426497,0.05,0.21,0,"Control",-0.16,"TACSTD2"
"Tacstd2",3890,6.95e-53,-0.247925232,0.122,0.162,1.62e-48,"IRI_short_14",-0.04,"TACSTD2"
"Rnh1",1786,0,-0.614372095,0.125,0.416,0,"Control",-0.291,"RNH1"
"Rnh1",6467,0,0.746519394,0.491,0.294,0,"IRI_long_14",0.197,"RNH1"
"Tpm4",5453,8.87e-221,0.373679163,0.421,0.244,2.06e-216,"IRI_long_3",0.177,"TPM4"
"Tpm4",4032,0,0.483518396,0.443,0.229,0,"IRI_long_1",0.214,"TPM4"
"Tpm4",1788,0,-0.615876601,0.063,0.351,0,"Control",-0.288,"TPM4"
"Tpm4",2212,0,0.245002788,0.415,0.225,0,"IRI_short_1",0.19,"TPM4"
"S100a10",7992,1.41e-162,-0.295136007,0.337,0.448,3.29e-158,"IRI_long_14",-0.111,"S100A10"
"S100a10",1789,0,-0.617764351,0.251,0.525,0,"Control",-0.274,"S100A10"
"S100a10",4002,0,0.558419902,0.633,0.406,0,"IRI_long_1",0.227,"S100A10"
"S100a10",2133,0,0.523705547,0.697,0.383,0,"IRI_short_1",0.314,"S100A10"
"S100a10",6178,4.65e-73,0.220834431,0.536,0.427,1.08e-68,"IRI_long_3",0.109,"S100A10"
"Sirpb1c",6560,0,0.582940124,0.299,0.089,0,"IRI_long_14",0.21,"SIRPG"
"Sirpb1c",1790,0,-0.61859233,0.004,0.171,0,"Control",-0.167,"SIRPG"
"Sirpb1c",5265,0,0.504364945,0.277,0.105,0,"IRI_long_3",0.172,"SIRPG"
"Runx1",6502,0,0.683206921,0.382,0.117,0,"IRI_long_14",0.265,"RUNX1"
"Runx1",1791,0,-0.618721721,0.015,0.218,0,"Control",-0.203,"RUNX1"
"Runx1",5418,7.59e-235,0.369760433,0.301,0.14,1.77e-230,"IRI_long_3",0.161,"RUNX1"
"Arpc5",5344,1.01e-262,0.398266504,0.594,0.398,2.35e-258,"IRI_long_3",0.196,"ARPC5"
"Arpc5",1792,0,-0.619995487,0.191,0.52,0,"Control",-0.329,"ARPC5"
"Arpc5",4077,0,0.379917588,0.57,0.388,0,"IRI_long_1",0.182,"ARPC5"
"Arpc5",6917,0,0.309852113,0.591,0.384,0,"IRI_long_14",0.207,"ARPC5"
"Rpl27a",2798,3.99e-267,0.392697955,0.895,0.782,9.28e-263,"IRI_short_3",0.113,"RPL27A"
"Rpl27a",6919,0,0.308174839,0.886,0.775,0,"IRI_long_14",0.111,"RPL27A"
"Rpl27a",1793,0,-0.620699312,0.629,0.869,0,"Control",-0.24,"RPL27A"
"Rpl27a",5148,0,0.443802882,0.86,0.785,0,"IRI_long_3",0.075,"RPL27A"
"Clec4a2",3061,7.62e-129,0.265854903,0.224,0.117,1.77e-124,"IRI_short_3",0.107,"CLEC4C"
"Clec4a2",1794,0,-0.622110412,0.006,0.182,0,"Control",-0.176,"CLEC4C"
"Clec4a2",6948,0,0.288717843,0.231,0.108,0,"IRI_long_14",0.123,"CLEC4C"
"Clec4a2",5100,0,0.526755204,0.31,0.112,0,"IRI_long_3",0.198,"CLEC4C"
"Neurl3",6531,0,0.629416807,0.352,0.106,0,"IRI_long_14",0.246,"NEURL3"
"Neurl3",3226,7.06e-100,0.244310979,0.228,0.131,1.64e-95,"IRI_short_3",0.097,"NEURL3"
"Neurl3",1795,0,-0.622118491,0.016,0.198,0,"Control",-0.182,"NEURL3"
"Neurl3",5699,3e-153,0.299988498,0.252,0.13,6.97e-149,"IRI_long_3",0.122,"NEURL3"
"Tnfaip3",6579,0,0.557625791,0.285,0.088,0,"IRI_long_14",0.197,"TNFAIP3"
"Tnfaip3",4983,3.73e-97,0.320494798,0.158,0.106,8.68e-93,"IRI_long_1",0.052,"TNFAIP3"
"Tnfaip3",6263,1.29e-59,0.330756773,0.177,0.109,3.01e-55,"IRI_long_3",0.068,"TNFAIP3"
"Tnfaip3",1796,0,-0.622247709,0.018,0.16,0,"Control",-0.142,"TNFAIP3"
"Picalm",4066,0,0.400390276,0.531,0.363,0,"IRI_long_1",0.168,"PICALM"
"Picalm",1798,0,-0.62469543,0.2,0.475,0,"Control",-0.275,"PICALM"
"Picalm",5332,2.51e-269,0.430422169,0.577,0.371,5.84e-265,"IRI_long_3",0.206,"PICALM"
"Picalm",7737,9.74e-228,0.261536135,0.504,0.366,2.27e-223,"IRI_long_14",0.138,"PICALM"
"Xbp1",5609,6.34e-176,0.367027742,0.451,0.289,1.47e-171,"IRI_long_3",0.162,"XBP1"
"Xbp1",1799,0,-0.626765468,0.107,0.394,0,"Control",-0.287,"XBP1"
"Xbp1",4492,3.99e-254,0.246552434,0.426,0.281,9.29e-250,"IRI_long_1",0.145,"XBP1"
"Xbp1",7651,2.99e-252,0.379018298,0.4,0.284,6.96e-248,"IRI_long_14",0.116,"XBP1"
"Ssh2",2941,1.61e-163,0.300307719,0.351,0.205,3.74e-159,"IRI_short_3",0.146,"SSH2"
"Ssh2",6842,0,0.343537037,0.356,0.194,0,"IRI_long_14",0.162,"SSH2"
"Ssh2",5543,1.9e-192,0.401863566,0.362,0.205,4.41e-188,"IRI_long_3",0.157,"SSH2"
"Ssh2",1800,0,-0.62826387,0.054,0.294,0,"Control",-0.24,"SSH2"
"Bcl2a1d",5616,2.92e-175,0.427595494,0.221,0.099,6.79e-171,"IRI_long_3",0.122,"BCL2A1"
"Bcl2a1d",6471,0,0.741424392,0.31,0.077,0,"IRI_long_14",0.233,"BCL2A1"
"Bcl2a1d",1801,0,-0.628421705,0.003,0.158,0,"Control",-0.155,"BCL2A1"
"H2-DMa",2870,7.5e-194,0.482167296,0.248,0.12,1.75e-189,"IRI_short_3",0.128,"HLA-DMA"
"H2-DMa",5268,0,0.464895103,0.294,0.117,0,"IRI_long_3",0.177,"HLA-DMA"
"H2-DMa",7954,1.14e-170,0.285629895,0.205,0.116,2.65e-166,"IRI_long_14",0.089,"HLA-DMA"
"H2-DMa",1802,0,-0.628926312,0.021,0.181,0,"Control",-0.16,"HLA-DMA"
"H2-DMa",3599,1.06e-241,0.431968097,0.203,0.116,2.48e-237,"IRI_short_14",0.087,"HLA-DMA"
"H2-DMa",4989,6.23e-91,-0.25219418,0.107,0.13,1.45e-86,"IRI_long_1",-0.023,"HLA-DMA"
"Grb2",3155,3.1e-112,0.201664333,0.386,0.259,7.2e-108,"IRI_short_3",0.127,"GRB2"
"Grb2",5458,1.49e-219,0.37800913,0.436,0.256,3.48e-215,"IRI_long_3",0.18,"GRB2"
"Grb2",1803,0,-0.629678229,0.08,0.36,0,"Control",-0.28,"GRB2"
"Grb2",6575,0,0.566041284,0.517,0.231,0,"IRI_long_14",0.286,"GRB2"
"Fcgr4",4707,4.46e-180,0.274490014,0.193,0.104,1.04e-175,"IRI_long_1",0.089,"FCGR3B"
"Fcgr4",1804,0,-0.63022198,0.005,0.17,0,"Control",-0.165,"FCGR3B"
"Fcgr4",3359,1.23e-64,0.200580145,0.182,0.111,2.85e-60,"IRI_short_3",0.071,"FCGR3B"
"Fcgr4",5411,9.85e-237,0.476798146,0.253,0.106,2.29e-232,"IRI_long_3",0.147,"FCGR3B"
"Fcgr4",7698,2.29e-238,0.238189291,0.201,0.103,5.33e-234,"IRI_long_14",0.098,"FCGR3B"
"Tnf",6449,0,0.807151946,0.246,0.062,0,"IRI_long_14",0.184,"TNF"
"Tnf",1805,0,-0.631755432,0.003,0.126,0,"Control",-0.123,"TNF"
"Kdm6b",1806,0,-0.632464835,0.076,0.295,0,"Control",-0.219,"KDM6B"
"Kdm6b",6539,0,0.617739462,0.432,0.192,0,"IRI_long_14",0.24,"KDM6B"
"Kdm6b",5916,6.04e-114,0.222494963,0.337,0.215,1.4e-109,"IRI_long_3",0.122,"KDM6B"
"Emilin2",4944,2.34e-114,0.241743246,0.189,0.119,5.45e-110,"IRI_long_1",0.07,"EMILIN2"
"Emilin2",5493,2.28e-207,0.332795727,0.258,0.119,5.32e-203,"IRI_long_3",0.139,"EMILIN2"
"Emilin2",1807,0,-0.634561669,0.007,0.187,0,"Control",-0.18,"EMILIN2"
"Emilin2",6606,0,0.529907196,0.31,0.101,0,"IRI_long_14",0.209,"EMILIN2"
"Adrb2",1808,0,-0.635157475,0.035,0.183,0,"Control",-0.148,"ADRB2"
"Adrb2",6004,2.52e-100,0.347559926,0.225,0.128,5.87e-96,"IRI_long_3",0.097,"ADRB2"
"Adrb2",6563,0,0.578154774,0.31,0.108,0,"IRI_long_14",0.202,"ADRB2"
"Dusp5",1809,0,-0.636378574,0.022,0.19,0,"Control",-0.168,"DUSP5"
"Dusp5",6433,0,0.850488584,0.366,0.101,0,"IRI_long_14",0.265,"DUSP5"
"Skap2",6638,0,0.497110469,0.461,0.235,0,"IRI_long_14",0.226,"SKAP2"
"Skap2",1810,0,-0.637066744,0.071,0.36,0,"Control",-0.289,"SKAP2"
"Skap2",5604,1.05e-176,0.341043875,0.416,0.254,2.44e-172,"IRI_long_3",0.162,"SKAP2"
"Skap2",4726,7.07e-177,0.20628438,0.366,0.249,1.64e-172,"IRI_long_1",0.117,"SKAP2"
"Hspa1b",8123,4.74e-100,0.580690003,0.155,0.143,1.1e-95,"IRI_long_14",0.012,"HSPA1A"
"Hspa1b",3644,8.86e-194,0.354121014,0.212,0.134,2.06e-189,"IRI_short_14",0.078,"HSPA1A"
"Hspa1b",1811,0,-0.638482991,0.042,0.197,0,"Control",-0.155,"HSPA1A"
"Ptpn6",6617,0,0.516097684,0.412,0.167,0,"IRI_long_14",0.245,"PTPN6"
"Ptpn6",5348,6.21e-262,0.390479135,0.373,0.187,1.45e-257,"IRI_long_3",0.186,"PTPN6"
"Ptpn6",1812,0,-0.638616363,0.042,0.276,0,"Control",-0.234,"PTPN6"
"Ms4a6b",3785,6.81e-105,0.257924946,0.206,0.138,1.58e-100,"IRI_short_14",0.068,"MS4A6A"
"Ms4a6b",2876,1.7e-189,0.478361724,0.276,0.139,3.96e-185,"IRI_short_3",0.137,"MS4A6A"
"Ms4a6b",1813,0,-0.638897817,0.035,0.203,0,"Control",-0.168,"MS4A6A"
"Ms4a6b",7854,7.87e-199,0.285723056,0.235,0.134,1.83e-194,"IRI_long_14",0.101,"MS4A6A"
"Ms4a6b",5055,0,0.654493258,0.339,0.135,0,"IRI_long_3",0.204,"MS4A6A"
"Nfam1",6618,0,0.515683832,0.334,0.109,0,"IRI_long_14",0.225,"NFAM1"
"Nfam1",4950,6.62e-111,0.2526401,0.195,0.129,1.54e-106,"IRI_long_1",0.066,"NFAM1"
"Nfam1",1814,0,-0.642967666,0.008,0.202,0,"Control",-0.194,"NFAM1"
"Nfam1",5649,7.2e-166,0.299740368,0.256,0.13,1.68e-161,"IRI_long_3",0.126,"NFAM1"
"Nfam1",3301,1.77e-84,0.203369137,0.218,0.132,4.12e-80,"IRI_short_3",0.086,"NFAM1"
"Plbd1",3294,5.57e-86,0.209366883,0.225,0.135,1.3e-81,"IRI_short_3",0.09,"PLBD1"
"Plbd1",5525,3.59e-198,0.27706759,0.271,0.133,8.35e-194,"IRI_long_3",0.138,"PLBD1"
"Plbd1",6528,0,0.634138867,0.344,0.112,0,"IRI_long_14",0.232,"PLBD1"
"Plbd1",1815,0,-0.643464452,0.012,0.206,0,"Control",-0.194,"PLBD1"
"Rhog",6730,0,0.419896534,0.402,0.169,0,"IRI_long_14",0.233,"RHOG"
"Rhog",4683,1.33e-186,0.312500633,0.285,0.186,3.1e-182,"IRI_long_1",0.099,"RHOG"
"Rhog",5471,2.5e-216,0.348822597,0.356,0.188,5.81e-212,"IRI_long_3",0.168,"RHOG"
"Rhog",1816,0,-0.64383614,0.036,0.279,0,"Control",-0.243,"RHOG"
"Fbxl5",1817,0,-0.644661482,0.071,0.277,0,"Control",-0.206,"FBXL5"
"Fbxl5",5688,5.34e-156,0.44445479,0.338,0.2,1.24e-151,"IRI_long_3",0.138,"FBXL5"
"Fbxl5",7406,0,0.371815577,0.333,0.191,0,"IRI_long_14",0.142,"FBXL5"
"Fbxl5",4370,0,0.430052521,0.335,0.191,0,"IRI_long_1",0.144,"FBXL5"
"Eif1",5178,0,0.378673351,0.946,0.861,0,"IRI_long_3",0.085,"EIF1"
"Eif1",1818,0,-0.646392181,0.734,0.932,0,"Control",-0.198,"EIF1"
"Eif1",4124,0,0.270765513,0.95,0.854,0,"IRI_long_1",0.096,"EIF1"
"Eif1",6587,0,0.551967188,0.951,0.853,0,"IRI_long_14",0.098,"EIF1"
"Pitpna",5305,1.2e-288,0.462431221,0.523,0.333,2.8e-284,"IRI_long_3",0.19,"PITPNA"
"Pitpna",6963,0,0.279860246,0.504,0.322,0,"IRI_long_14",0.182,"PITPNA"
"Pitpna",1820,0,-0.647269015,0.142,0.446,0,"Control",-0.304,"PITPNA"
"Pitpna",4083,0,0.371504713,0.487,0.325,0,"IRI_long_1",0.162,"PITPNA"
"Arpc4",4710,2.78e-179,0.238762118,0.444,0.32,6.48e-175,"IRI_long_1",0.124,"ARPC4"
"Arpc4",1821,0,-0.648779481,0.12,0.443,0,"Control",-0.323,"ARPC4"
"Arpc4",5362,3.12e-253,0.395479789,0.517,0.324,7.26e-249,"IRI_long_3",0.193,"ARPC4"
"Arpc4",6789,0,0.380291564,0.537,0.306,0,"IRI_long_14",0.231,"ARPC4"
"Gnb2",4067,0,0.396858548,0.71,0.5,0,"IRI_long_1",0.21,"GNB2"
"Gnb2",1822,0,-0.649621003,0.269,0.654,0,"Control",-0.385,"GNB2"
"Gnb2",6976,0,0.271840837,0.68,0.504,0,"IRI_long_14",0.176,"GNB2"
"Gnb2",5495,2.34e-206,0.318582942,0.683,0.516,5.44e-202,"IRI_long_3",0.167,"GNB2"
"Rpsa",1823,0,-0.653207401,0.655,0.831,0,"Control",-0.176,"RPSAP58"
"Rpsa",5069,0,0.618079701,0.822,0.769,0,"IRI_long_3",0.053,"RPSAP58"
"Rpsa",2829,5.03e-218,0.440480535,0.865,0.766,1.17e-213,"IRI_short_3",0.099,"RPSAP58"
"Cd300a",5771,1.86e-137,0.200845868,0.237,0.131,4.32e-133,"IRI_long_3",0.106,"CD300A"
"Cd300a",6545,0,0.608872946,0.357,0.106,0,"IRI_long_14",0.251,"CD300A"
"Cd300a",1824,0,-0.655569356,0.009,0.201,0,"Control",-0.192,"CD300A"
"Gngt2",1825,0,-0.656235512,0.028,0.243,0,"Control",-0.215,"GNGT2"
"Gngt2",5316,1.25e-282,0.471194497,0.345,0.161,2.92e-278,"IRI_long_3",0.184,"GNGT2"
"Gngt2",6544,0,0.614776096,0.384,0.141,0,"IRI_long_14",0.243,"GNGT2"
"Gpsm3",1826,0,-0.658759666,0.037,0.281,0,"Control",-0.244,"GPSM3"
"Gpsm3",5353,5.91e-258,0.336233813,0.37,0.189,1.38e-253,"IRI_long_3",0.181,"GPSM3"
"Gpsm3",2978,2.66e-148,0.24473079,0.325,0.191,6.19e-144,"IRI_short_3",0.134,"GPSM3"
"Gpsm3",4861,2.32e-136,0.290602884,0.269,0.19,5.4e-132,"IRI_long_1",0.079,"GPSM3"
"Gpsm3",6727,0,0.422043228,0.416,0.169,0,"IRI_long_14",0.247,"GPSM3"
"Dynll1",5119,0,0.510388508,0.748,0.553,0,"IRI_long_3",0.195,"DYNLL1"
"Dynll1",6644,0,0.492664596,0.717,0.542,0,"IRI_long_14",0.175,"DYNLL1"
"Dynll1",1827,0,-0.659599363,0.338,0.678,0,"Control",-0.34,"DYNLL1"
"Psap",5004,3.12e-74,-0.203464374,0.603,0.603,7.26e-70,"IRI_long_1",0,"PSAP"
"Psap",2480,0,-0.405328222,0.614,0.601,0,"IRI_short_1",0.013,"PSAP"
"Psap",6396,0,0.984822261,0.759,0.58,0,"IRI_long_14",0.179,"PSAP"
"Psap",3326,6.62e-78,0.21719172,0.696,0.597,1.54e-73,"IRI_short_3",0.099,"PSAP"
"Psap",5425,2.35e-232,0.394640245,0.673,0.598,5.48e-228,"IRI_long_3",0.075,"PSAP"
"Psap",1828,0,-0.659710791,0.493,0.658,0,"Control",-0.165,"PSAP"
"Eif4a1",5282,3.7e-302,0.430201083,0.647,0.475,8.62e-298,"IRI_long_3",0.172,"EIF4A1"
"Eif4a1",1829,0,-0.659887545,0.253,0.601,0,"Control",-0.348,"EIF4A1"
"Eif4a1",4098,0,0.352210076,0.625,0.466,0,"IRI_long_1",0.159,"EIF4A1"
"Eif4a1",2244,0,0.208692672,0.653,0.453,0,"IRI_short_1",0.2,"EIF4A1"
"Skil",5942,3.73e-109,0.274671625,0.306,0.19,8.68e-105,"IRI_long_3",0.116,"SKIL"
"Skil",6514,0,0.6571925,0.429,0.163,0,"IRI_long_14",0.266,"SKIL"
"Skil",1830,0,-0.661305502,0.041,0.275,0,"Control",-0.234,"SKIL"
"Skil",4981,5.91e-100,0.202192957,0.266,0.187,1.38e-95,"IRI_long_1",0.079,"SKIL"
"Ifrd1",1831,0,-0.667687946,0.049,0.257,0,"Control",-0.208,"IFRD1"
"Ifrd1",3854,3.1e-73,-0.241654881,0.14,0.195,7.22e-69,"IRI_short_14",-0.055,"IFRD1"
"Ifrd1",6389,0,1.029174569,0.425,0.154,0,"IRI_long_14",0.271,"IFRD1"
"Celf2",5352,1.24e-258,0.364941184,0.377,0.192,2.89e-254,"IRI_long_3",0.185,"CELF2"
"Celf2",6661,0,0.475454128,0.406,0.173,0,"IRI_long_14",0.233,"CELF2"
"Celf2",5002,3.16e-76,0.217722935,0.26,0.195,7.35e-72,"IRI_long_1",0.065,"CELF2"
"Celf2",3112,9.84e-121,0.213364081,0.315,0.195,2.29e-116,"IRI_short_3",0.12,"CELF2"
"Celf2",1832,0,-0.667810766,0.04,0.284,0,"Control",-0.244,"CELF2"
"Cited2",5014,2.81e-57,-0.22125745,0.297,0.303,6.55e-53,"IRI_long_1",-0.006,"CITED2"
"Cited2",1833,0,-0.66846362,0.164,0.372,0,"Control",-0.208,"CITED2"
"Cited2",2373,0,-0.298191014,0.335,0.297,0,"IRI_short_1",0.038,"CITED2"
"Cited2",6377,0,1.112580154,0.539,0.269,0,"IRI_long_14",0.27,"CITED2"
"Zfand5",1835,0,-0.671490083,0.121,0.39,0,"Control",-0.269,"ZFAND5"
"Zfand5",6641,0,0.494010706,0.475,0.275,0,"IRI_long_14",0.2,"ZFAND5"
"Zfand5",5557,2.73e-188,0.437065479,0.451,0.291,6.36e-184,"IRI_long_3",0.16,"ZFAND5"
"Zfand5",4491,2.46e-255,0.237303632,0.427,0.283,5.72e-251,"IRI_long_1",0.144,"ZFAND5"
"Fgl2",5995,9.9e-102,0.315658331,0.209,0.114,2.3e-97,"IRI_long_3",0.095,"FGL2"
"Fgl2",1836,0,-0.67459492,0.015,0.173,0,"Control",-0.158,"FGL2"
"Fgl2",6621,0,0.511494551,0.265,0.099,0,"IRI_long_14",0.166,"FGL2"
"Serinc3",2923,2.02e-169,0.35601104,0.641,0.48,4.69e-165,"IRI_short_3",0.161,"SERINC3"
"Serinc3",4071,0,0.389200416,0.655,0.467,0,"IRI_long_1",0.188,"SERINC3"
"Serinc3",1837,0,-0.67813146,0.257,0.606,0,"Control",-0.349,"SERINC3"
"Serinc3",5532,6.82e-197,0.334350092,0.656,0.479,1.59e-192,"IRI_long_3",0.177,"SERINC3"
"Arg2",6549,0,0.599632083,0.286,0.098,0,"IRI_long_14",0.188,"ARG2"
"Arg2",1840,0,-0.683981171,0.003,0.181,0,"Control",-0.178,"ARG2"
"Arg2",6352,3.69e-30,0.220589627,0.155,0.12,8.58e-26,"IRI_long_3",0.035,"ARG2"
"Arg2",4462,2.15e-270,0.264512163,0.219,0.108,5e-266,"IRI_long_1",0.111,"ARG2"
"Id1",6334,4.63e-41,0.202840413,0.211,0.148,1.08e-36,"IRI_long_3",0.063,"ID1"
"Id1",7769,1.63e-218,0.297040105,0.244,0.138,3.79e-214,"IRI_long_14",0.106,"ID1"
"Id1",3961,0,0.75830814,0.28,0.134,0,"IRI_long_1",0.146,"ID1"
"Id1",1841,0,-0.684060351,0.068,0.193,0,"Control",-0.125,"ID1"
"Ncf1",4715,1.4e-178,0.34571669,0.206,0.122,3.26e-174,"IRI_long_1",0.084,"NCF1"
"Ncf1",6541,0,0.617428721,0.341,0.102,0,"IRI_long_14",0.239,"NCF1"
"Ncf1",5533,7.11e-197,0.349233258,0.262,0.124,1.65e-192,"IRI_long_3",0.138,"NCF1"
"Ncf1",1842,0,-0.684759181,0.005,0.196,0,"Control",-0.191,"NCF1"
"Rhoa",5266,0,0.383321377,0.762,0.577,0,"IRI_long_3",0.185,"RHOA"
"Rhoa",1843,0,-0.684767236,0.338,0.713,0,"Control",-0.375,"RHOA"
"Rhoa",4104,0,0.34491565,0.746,0.566,0,"IRI_long_1",0.18,"RHOA"
"Rhoa",6690,0,0.449509238,0.778,0.561,0,"IRI_long_14",0.217,"RHOA"
"Tsc22d3",2817,8.77e-236,0.399057309,0.51,0.315,2.04e-231,"IRI_short_3",0.195,"TSC22D3"
"Tsc22d3",5076,0,0.601667936,0.567,0.312,0,"IRI_long_3",0.255,"TSC22D3"
"Tsc22d3",6693,0,0.447986973,0.538,0.297,0,"IRI_long_14",0.241,"TSC22D3"
"Tsc22d3",1844,0,-0.685549993,0.148,0.417,0,"Control",-0.269,"TSC22D3"
"Pnp",5275,1.07e-307,0.489362925,0.483,0.291,2.48e-303,"IRI_long_3",0.192,"PNP"
"Pnp",1845,0,-0.686078811,0.096,0.406,0,"Control",-0.31,"PNP"
"Pnp",4677,2.61e-189,0.23282179,0.413,0.287,6.08e-185,"IRI_long_1",0.126,"PNP"
"Pnp",6785,0,0.382118453,0.447,0.282,0,"IRI_long_14",0.165,"PNP"
"Csf2ra",5478,1.99e-212,0.32103961,0.336,0.174,4.62e-208,"IRI_long_3",0.162,"CSF2RA"
"Csf2ra",6557,0,0.584942607,0.407,0.152,0,"IRI_long_14",0.255,"CSF2RA"
"Csf2ra",1846,0,-0.693406816,0.024,0.264,0,"Control",-0.24,"CSF2RA"
"Trf",6616,0,0.517447271,0.242,0.104,0,"IRI_long_14",0.138,"TF"
"Trf",1847,0,-0.699104615,0.016,0.175,0,"Control",-0.159,"TF"
"Trf",3043,1.56e-131,0.342406384,0.222,0.115,3.64e-127,"IRI_short_3",0.107,"TF"
"Tnfrsf1a",7533,1.25e-284,0.277082578,0.385,0.24,2.92e-280,"IRI_long_14",0.145,"TNFRSF1A"
"Tnfrsf1a",3349,8.44e-71,0.202827885,0.351,0.252,1.96e-66,"IRI_short_3",0.099,"TNFRSF1A"
"Tnfrsf1a",5496,2.83e-205,0.380874517,0.421,0.248,6.59e-201,"IRI_long_3",0.173,"TNFRSF1A"
"Tnfrsf1a",1848,0,-0.699639098,0.058,0.358,0,"Control",-0.3,"TNFRSF1A"
"Tnfrsf1a",4080,0,0.374705336,0.427,0.234,0,"IRI_long_1",0.193,"TNFRSF1A"
"Mcemp1",6928,0,0.30074391,0.233,0.099,0,"IRI_long_14",0.134,"MCEMP1"
"Mcemp1",6298,8.27e-53,0.207971798,0.177,0.112,1.92e-48,"IRI_long_3",0.065,"MCEMP1"
"Mcemp1",4373,0,0.442706842,0.22,0.102,0,"IRI_long_1",0.118,"MCEMP1"
"Mcemp1",1849,0,-0.700953331,0.005,0.172,0,"Control",-0.167,"MCEMP1"
"Gdf15",1851,0,-0.705406161,0.013,0.116,0,"Control",-0.103,"GDF15"
"Gdf15",2167,0,0.328269279,0.189,0.061,0,"IRI_short_1",0.128,"GDF15"
"Gdf15",3983,0,0.641192942,0.221,0.062,0,"IRI_long_1",0.159,"GDF15"
"Ly86",1852,0,-0.706676997,0.012,0.183,0,"Control",-0.171,"LY86"
"Ly86",7921,2.22e-177,0.327820527,0.204,0.115,5.16e-173,"IRI_long_14",0.089,"LY86"
"Ly86",3692,9.76e-154,0.348597632,0.183,0.117,2.27e-149,"IRI_short_14",0.066,"LY86"
"Ly86",5058,0,0.643449288,0.339,0.113,0,"IRI_long_3",0.226,"LY86"
"Ly86",4963,1.57e-106,-0.210520262,0.122,0.127,3.65e-102,"IRI_long_1",-0.005,"LY86"
"Ly86",2793,4.19e-281,0.607791951,0.267,0.117,9.75e-277,"IRI_short_3",0.15,"LY86"
"Ly86",2744,2.4e-122,-0.202744906,0.124,0.127,5.58e-118,"IRI_short_1",-0.003,"LY86"
"Ptafr",1853,0,-0.708403331,0.002,0.168,0,"Control",-0.166,"PTAFR"
"Ptafr",6409,0,0.939159147,0.385,0.074,0,"IRI_long_14",0.311,"PTAFR"
"Cybb",1854,0,-0.708538407,0.017,0.194,0,"Control",-0.177,"CYBB"
"Cybb",2836,8.86e-216,0.515739227,0.269,0.126,2.06e-211,"IRI_short_3",0.143,"CYBB"
