"gene","X","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","diff.pct","HGNC.symbol"
"Uba52",433,0,0.495292408,0.386,0.375,0,"Control",0.011,"UBA52"
"Uba52",2355,0,-0.28048217,0.396,0.375,0,"IRI_short_1",0.021,"UBA52"
"Kcnk5",434,0,0.494253435,0.118,0.015,0,"Control",0.103,"KCNK5"
"Hspa9",6054,2.25e-91,-0.293060704,0.277,0.349,5.24e-87,"IRI_long_3",-0.072,"HSPA9"
"Hspa9",7557,8.92e-280,-0.410104806,0.236,0.36,2.07e-275,"IRI_long_14",-0.124,"HSPA9"
"Hspa9",435,0,0.492280085,0.38,0.327,0,"Control",0.053,"HSPA9"
"Hspa9",4698,7.46e-182,-0.269917455,0.319,0.348,1.74e-177,"IRI_long_1",-0.029,"HSPA9"
"Kcnj1",5671,1.62e-161,-0.456310332,0.058,0.168,3.78e-157,"IRI_long_3",-0.11,"KCNJ1"
"Kcnj1",7175,0,-0.536185333,0.042,0.178,0,"IRI_long_14",-0.136,"KCNJ1"
"Kcnj1",4224,0,-0.546549869,0.085,0.172,0,"IRI_long_1",-0.087,"KCNJ1"
"Kcnj1",3672,8.37e-166,0.228830494,0.239,0.149,1.95e-161,"IRI_short_14",0.09,"KCNJ1"
"Kcnj1",436,0,0.491149501,0.187,0.148,0,"Control",0.039,"KCNJ1"
"Echdc2",2685,1.47e-278,-0.260924307,0.07,0.104,3.43e-274,"IRI_short_1",-0.034,"ECHDC2"
"Echdc2",4611,1.29e-210,-0.288849544,0.046,0.106,2.99e-206,"IRI_long_1",-0.06,"ECHDC2"
"Echdc2",437,0,0.490490732,0.167,0.065,0,"Control",0.102,"ECHDC2"
"Echdc2",6269,1.86e-58,-0.203791935,0.05,0.102,4.33e-54,"IRI_long_3",-0.052,"ECHDC2"
"Echdc2",7636,3.65e-257,-0.297283793,0.029,0.109,8.5e-253,"IRI_long_14",-0.08,"ECHDC2"
"mt-Nd5",3505,0,0.22132785,0.911,0.758,0,"IRI_short_14",0.153,"MT-ND5"
"mt-Nd5",7317,0,-0.865437483,0.613,0.803,0,"IRI_long_14",-0.19,"MT-ND5"
"mt-Nd5",4476,1.95e-261,-0.378159589,0.713,0.788,4.54e-257,"IRI_long_1",-0.075,"MT-ND5"
"mt-Nd5",2839,3.51e-214,-0.409116513,0.732,0.782,8.17e-210,"IRI_short_3",-0.05,"MT-ND5"
"mt-Nd5",5197,0,-0.67770013,0.664,0.786,0,"IRI_long_3",-0.122,"MT-ND5"
"mt-Nd5",438,0,0.489507268,0.818,0.759,0,"Control",0.059,"MT-ND5"
"Rbm47",4918,3.17e-121,-0.212856069,0.255,0.274,7.38e-117,"IRI_long_1",-0.019,"RBM47"
"Rbm47",3733,3.23e-129,-0.287094546,0.204,0.283,7.52e-125,"IRI_short_14",-0.079,"RBM47"
"Rbm47",8183,2.9e-63,-0.211367388,0.231,0.278,6.76e-59,"IRI_long_14",-0.047,"RBM47"
"Rbm47",3361,1.15e-63,-0.214925604,0.251,0.273,2.68e-59,"IRI_short_3",-0.022,"RBM47"
"Rbm47",439,0,0.489272146,0.307,0.254,0,"Control",0.053,"RBM47"
"Grhpr",4714,1.35e-178,-0.301967701,0.082,0.14,3.14e-174,"IRI_long_1",-0.058,"GRHPR"
"Grhpr",2689,2.8e-267,-0.278013194,0.106,0.138,6.51e-263,"IRI_short_1",-0.032,"GRHPR"
"Grhpr",440,0,0.4884606,0.197,0.101,0,"Control",0.096,"GRHPR"
"Grhpr",6319,7.6e-47,-0.206154675,0.085,0.136,1.77e-42,"IRI_long_3",-0.051,"GRHPR"
"Grhpr",7909,5.42e-181,-0.3331297,0.068,0.142,1.26e-176,"IRI_long_14",-0.074,"GRHPR"
"Serpinf2",441,0,0.488390666,0.118,0.022,0,"Control",0.096,"SERPINF2"
"Iah1",2470,0,-0.391451594,0.159,0.215,0,"IRI_short_1",-0.056,"IAH1"
"Iah1",8110,2.38e-109,-0.26858411,0.169,0.211,5.54e-105,"IRI_long_14",-0.042,"IAH1"
"Iah1",4530,6.83e-238,-0.361025588,0.148,0.214,1.59e-233,"IRI_long_1",-0.066,"IAH1"
"Iah1",442,0,0.487206713,0.249,0.184,0,"Control",0.065,"IAH1"
"Abcd3",5932,2.76e-111,-0.304966405,0.084,0.174,6.43e-107,"IRI_long_3",-0.09,"ABCD3"
"Abcd3",443,0,0.486356977,0.226,0.141,0,"Control",0.085,"ABCD3"
"Abcd3",7082,0,-0.402157294,0.056,0.185,0,"IRI_long_14",-0.129,"ABCD3"
"Dhrs4",7616,1.6e-261,-0.387645945,0.091,0.19,3.72e-257,"IRI_long_14",-0.099,"DHRS4"
"Dhrs4",6295,3.78e-53,-0.211596821,0.144,0.179,8.8e-49,"IRI_long_3",-0.035,"DHRS4"
"Dhrs4",2351,0,-0.276011361,0.168,0.179,0,"IRI_short_1",-0.011,"DHRS4"
"Dhrs4",4732,3.61e-174,-0.288506926,0.135,0.183,8.4e-170,"IRI_long_1",-0.048,"DHRS4"
"Dhrs4",444,0,0.485686825,0.228,0.152,0,"Control",0.076,"DHRS4"
"Aamdc",7764,1.74e-220,-0.315140379,0.063,0.146,4.05e-216,"IRI_long_14",-0.083,"AAMDC"
"Aamdc",6215,3.82e-67,-0.245568412,0.08,0.139,8.88e-63,"IRI_long_3",-0.059,"AAMDC"
"Aamdc",445,0,0.484235857,0.192,0.107,0,"Control",0.085,"AAMDC"
"Aamdc",2288,0,-0.225563296,0.132,0.136,0,"IRI_short_1",-0.004,"AAMDC"
"Aamdc",4875,5.83e-133,-0.241264452,0.094,0.141,1.36e-128,"IRI_long_1",-0.047,"AAMDC"
"Wwp1",3805,2.48e-94,-0.220559732,0.094,0.143,5.78e-90,"IRI_short_14",-0.049,"WWP1"
"Wwp1",4763,2.45e-163,-0.237788276,0.111,0.14,5.69e-159,"IRI_long_1",-0.029,"WWP1"
"Wwp1",8052,1.93e-135,-0.253200835,0.079,0.144,4.5e-131,"IRI_long_14",-0.065,"WWP1"
"Wwp1",446,0,0.48393283,0.187,0.111,0,"Control",0.076,"WWP1"
"Eci3",447,0,0.482240783,0.127,0.024,0,"Control",0.103,"ECI2"
"Ndufb6",4406,3.27e-299,-0.350258526,0.397,0.43,7.61e-295,"IRI_long_1",-0.033,"NDUFB6"
"Ndufb6",5682,6.26e-158,-0.404065781,0.338,0.432,1.46e-153,"IRI_long_3",-0.094,"NDUFB6"
"Ndufb6",448,0,0.48212377,0.442,0.418,0,"Control",0.024,"NDUFB6"
"Ndufb6",7143,0,-0.49676641,0.306,0.443,0,"IRI_long_14",-0.137,"NDUFB6"
"Pim3",2436,0,-0.356597731,0.216,0.265,0,"IRI_short_1",-0.049,"PIM3"
"Pim3",8060,1.29e-131,-0.304525096,0.192,0.267,2.99e-127,"IRI_long_14",-0.075,"PIM3"
"Pim3",450,0,0.480253414,0.323,0.225,0,"Control",0.098,"PIM3"
"Pim3",6155,2.45e-76,-0.292162238,0.186,0.262,5.7e-72,"IRI_long_3",-0.076,"PIM3"
"Pdha1",7127,0,-0.472716902,0.15,0.299,0,"IRI_long_14",-0.149,"PDHA1"
"Pdha1",4630,2.37e-204,-0.265476965,0.258,0.283,5.51e-200,"IRI_long_1",-0.025,"PDHA1"
"Pdha1",6170,5.32e-74,-0.280815458,0.22,0.284,1.24e-69,"IRI_long_3",-0.064,"PDHA1"
"Pdha1",451,0,0.479222649,0.315,0.263,0,"Control",0.052,"PDHA1"
"Tfcp2l1",452,0,0.475320304,0.218,0.16,0,"Control",0.058,"TFCP2L1"
"Tfcp2l1",7195,0,-0.558459094,0.039,0.2,0,"IRI_long_14",-0.161,"TFCP2L1"
"Tfcp2l1",5784,1.22e-135,-0.353487112,0.078,0.186,2.84e-131,"IRI_long_3",-0.108,"TFCP2L1"
"Tfcp2l1",4638,4.48e-201,-0.31403317,0.15,0.184,1.04e-196,"IRI_long_1",-0.034,"TFCP2L1"
"Lypla1",453,0,0.474848471,0.231,0.178,0,"Control",0.053,"LYPLA1"
"Lypla1",7976,3.21e-166,-0.31496716,0.125,0.205,7.46e-162,"IRI_long_14",-0.08,"LYPLA1"
"Lypla1",2264,0,-0.204558588,0.215,0.192,0,"IRI_short_1",0.023,"LYPLA1"
"Prkaa2",7041,0,-0.294833751,0.017,0.105,0,"IRI_long_14",-0.088,"PRKAA2"
"Prkaa2",454,0,0.474621744,0.155,0.063,0,"Control",0.092,"PRKAA2"
"Tmem150a",455,0,0.473393837,0.133,0.031,0,"Control",0.102,"TMEM150A"
"Adra2b",456,0,0.47290356,0.114,0.012,0,"Control",0.102,"ADRA2B"
"Pet100",3321,7.56e-80,-0.271929048,0.222,0.258,1.76e-75,"IRI_short_3",-0.036,"PET100"
"Pet100",5851,1.81e-123,-0.371690464,0.163,0.261,4.2e-119,"IRI_long_3",-0.098,"PET100"
"Pet100",3603,6.65e-239,-0.365491239,0.16,0.27,1.55e-234,"IRI_short_14",-0.11,"PET100"
"Pet100",2302,0,-0.233872348,0.271,0.252,0,"IRI_short_1",0.019,"PET100"
"Pet100",457,0,0.470539369,0.286,0.24,0,"Control",0.046,"PET100"
"Lars2",2673,2e-296,-0.248846539,0.135,0.126,4.66e-292,"IRI_short_1",0.009,"LARS2"
"Lars2",4636,4.78e-202,-0.368223865,0.067,0.136,1.11e-197,"IRI_long_1",-0.069,"LARS2"
"Lars2",458,0,0.470257903,0.156,0.114,0,"Control",0.042,"LARS2"
"Lars2",6285,1.25e-54,-0.273368062,0.08,0.131,2.92e-50,"IRI_long_3",-0.051,"LARS2"
"Thnsl2",459,0,0.469099735,0.134,0.035,0,"Control",0.099,"THNSL2"
"Entpd5",4814,5.4e-151,-0.23219736,0.076,0.115,1.26e-146,"IRI_long_1",-0.039,"ENTPD5"
"Entpd5",2684,1.12e-278,-0.226107828,0.095,0.113,2.61e-274,"IRI_short_1",-0.018,"ENTPD5"
"Entpd5",460,0,0.468348639,0.168,0.081,0,"Control",0.087,"ENTPD5"
"Entpd5",6160,3.01e-75,-0.235385485,0.053,0.114,6.99e-71,"IRI_long_3",-0.061,"ENTPD5"
"Entpd5",8016,1.35e-149,-0.253373109,0.054,0.118,3.13e-145,"IRI_long_14",-0.064,"ENTPD5"
"Dlst",8024,6.19e-146,-0.274660426,0.15,0.231,1.44e-141,"IRI_long_14",-0.081,"DLST"
"Dlst",461,0,0.468251252,0.266,0.198,0,"Control",0.068,"DLST"
"Dlst",4834,4.16e-145,-0.227497746,0.193,0.224,9.69e-141,"IRI_long_1",-0.031,"DLST"
"Dlst",2289,0,-0.226559691,0.23,0.219,0,"IRI_short_1",0.011,"DLST"
"Coa6",4822,7.53e-150,-0.260451258,0.084,0.138,1.75e-145,"IRI_long_1",-0.054,"COA6"
"Coa6",2692,9.91e-261,-0.261401593,0.103,0.137,2.3e-256,"IRI_short_1",-0.034,"COA6"
"Coa6",462,0,0.46741703,0.185,0.105,0,"Control",0.08,"COA6"
"Coa6",8160,1.49e-83,-0.211920177,0.099,0.136,3.46e-79,"IRI_long_14",-0.037,"COA6"
"Tmem229a",463,0,0.467372283,0.163,0.052,0,"Control",0.111,"TMEM229A"
"Ndufa10",4383,0,-0.389634555,0.266,0.338,0,"IRI_long_1",-0.072,"NDUFA10"
"Ndufa10",7104,0,-0.446917158,0.212,0.346,0,"IRI_long_14",-0.134,"NDUFA10"
"Ndufa10",464,0,0.467202586,0.359,0.315,0,"Control",0.044,"NDUFA10"
"Ndufa10",5985,2.05e-103,-0.313844046,0.282,0.333,4.78e-99,"IRI_long_3",-0.051,"NDUFA10"
"Ndufa10",2308,0,-0.238145013,0.366,0.322,0,"IRI_short_1",0.044,"NDUFA10"
"Naa38",8039,8.83e-140,-0.287278556,0.168,0.237,2.05e-135,"IRI_long_14",-0.069,"NAA38"
"Naa38",4903,1.87e-125,-0.226023578,0.205,0.231,4.36e-121,"IRI_long_1",-0.026,"NAA38"
"Naa38",465,0,0.465492965,0.26,0.212,0,"Control",0.048,"NAA38"
"Naa38",6262,1.01e-59,-0.232129228,0.193,0.23,2.34e-55,"IRI_long_3",-0.037,"NAA38"
"Ndufa8",2404,0,-0.331570581,0.452,0.43,0,"IRI_short_1",0.022,"NDUFA8"
"Ndufa8",466,0,0.465432345,0.442,0.429,0,"Control",0.013,"NDUFA8"
"Ndufa8",4427,5.02e-285,-0.357895603,0.387,0.44,1.17e-280,"IRI_long_1",-0.053,"NDUFA8"
"Ndufa8",7488,1.7e-298,-0.425568507,0.34,0.447,3.97e-294,"IRI_long_14",-0.107,"NDUFA8"
"Ndufa8",6030,3.27e-95,-0.271695654,0.413,0.435,7.61e-91,"IRI_long_3",-0.022,"NDUFA8"
"Klhl3",3708,2.48e-146,0.254927731,0.143,0.076,5.76e-142,"IRI_short_14",0.067,"KLHL3"
"Klhl3",467,0,0.463812834,0.137,0.06,0,"Control",0.077,"KLHL3"
"Dpep1",468,0,0.463357974,0.103,0.014,0,"Control",0.089,"DPEP1"
"Ndufa7",4923,2.57e-120,-0.206284482,0.594,0.6,5.97e-116,"IRI_long_1",-0.006,"NDUFA7"
"Ndufa7",5460,6.74e-219,-0.41183294,0.515,0.605,1.57e-214,"IRI_long_3",-0.09,"NDUFA7"
"Ndufa7",3067,2.89e-126,-0.264841041,0.576,0.601,6.73e-122,"IRI_short_3",-0.025,"NDUFA7"
"Ndufa7",469,0,0.462703237,0.604,0.597,0,"Control",0.007,"NDUFA7"
"Ar",470,0,0.461937709,0.126,0.022,0,"Control",0.104,"AR"
"Rpl35",3518,0,-0.513705905,0.572,0.686,0,"IRI_short_14",-0.114,"RPL35"
"Rpl35",471,0,0.460341416,0.685,0.664,0,"Control",0.021,"RPL35"
"2300009A05Rik",6259,2.17e-60,-0.240878134,0.117,0.172,5.06e-56,"IRI_long_3",-0.055,"C15orf61"
"2300009A05Rik",472,0,0.460250527,0.217,0.144,0,"Control",0.073,"C15orf61"
"2300009A05Rik",2670,8.22e-299,-0.244177996,0.156,0.171,1.91e-294,"IRI_short_1",-0.015,"C15orf61"
"2300009A05Rik",8162,1.17e-82,-0.222098697,0.126,0.174,2.73e-78,"IRI_long_14",-0.048,"C15orf61"
"Ss18l2",473,0,0.460131999,0.201,0.126,0,"Control",0.075,"SS18L2"
"Ss18l2",4896,1.52e-126,-0.215933488,0.125,0.155,3.53e-122,"IRI_long_1",-0.03,"SS18L2"
"Ss18l2",7779,2.33e-216,-0.313108528,0.074,0.162,5.41e-212,"IRI_long_14",-0.088,"SS18L2"
"Ss18l2",6224,1.87e-65,-0.244914278,0.094,0.155,4.34e-61,"IRI_long_3",-0.061,"SS18L2"
"Pkp4",5815,9.35e-129,-0.340482644,0.095,0.199,2.18e-124,"IRI_long_3",-0.104,"PKP4"
"Pkp4",474,0,0.459419093,0.244,0.167,0,"Control",0.077,"PKP4"
"Pkp4",7128,0,-0.473300395,0.057,0.212,0,"IRI_long_14",-0.155,"PKP4"
"Adk",6265,2.36e-59,-0.233173775,0.1,0.147,5.49e-55,"IRI_long_3",-0.047,"ADK"
"Adk",475,0,0.457946828,0.197,0.118,0,"Control",0.079,"ADK"
"Adk",7634,1.23e-257,-0.336531326,0.062,0.156,2.87e-253,"IRI_long_14",-0.094,"ADK"
"Adk",4789,1.04e-156,-0.263287435,0.1,0.15,2.41e-152,"IRI_long_1",-0.05,"ADK"
"Slc43a2",2392,0,-0.317409391,0.14,0.174,0,"IRI_short_1",-0.034,"SLC43A2"
"Slc43a2",476,0,0.457903663,0.204,0.151,0,"Control",0.053,"SLC43A2"
"Slc43a2",4799,2.14e-154,-0.277352821,0.123,0.175,4.98e-150,"IRI_long_1",-0.052,"SLC43A2"
"Slc43a2",3783,2.14e-105,-0.251856108,0.126,0.175,4.98e-101,"IRI_short_14",-0.049,"SLC43A2"
"Idh2",5536,8.08e-195,-0.522146741,0.233,0.358,1.88e-190,"IRI_long_3",-0.125,"IDH2"
"Idh2",7264,0,-0.679515356,0.156,0.379,0,"IRI_long_14",-0.223,"IDH2"
"Idh2",2464,0,-0.384111326,0.394,0.343,0,"IRI_short_1",0.051,"IDH2"
"Idh2",4250,0,-0.590837938,0.272,0.362,0,"IRI_long_1",-0.09,"IDH2"
"Idh2",477,0,0.457886319,0.392,0.33,0,"Control",0.062,"IDH2"
"Idh2",3480,0,0.48339959,0.49,0.329,0,"IRI_short_14",0.161,"IDH2"
"Ndufs8",4158,0,-0.42095498,0.293,0.365,0,"IRI_long_1",-0.072,"NDUFS8"
"Ndufs8",2334,0,-0.261657865,0.395,0.348,0,"IRI_short_1",0.047,"NDUFS8"
"Ndufs8",7851,1.4e-199,-0.365417164,0.274,0.368,3.25e-195,"IRI_long_14",-0.094,"NDUFS8"
"Ndufs8",478,0,0.456887012,0.37,0.349,0,"Control",0.021,"NDUFS8"
"Ndufs8",5866,6.65e-121,-0.358821844,0.298,0.36,1.55e-116,"IRI_long_3",-0.062,"NDUFS8"
"Hlf",479,0,0.455897192,0.126,0.024,0,"Control",0.102,"HLF"
"Tmigd1",480,0,0.45566128,0.119,0.04,0,"Control",0.079,"TMIGD1"
"Sostdc1",7179,0,-0.545448477,0.047,0.171,0,"IRI_long_14",-0.124,"SOSTDC1"
"Sostdc1",481,0,0.4543139,0.177,0.144,0,"Control",0.033,"SOSTDC1"
"Sostdc1",5783,9.24e-136,-0.459196239,0.06,0.161,2.15e-131,"IRI_long_3",-0.101,"SOSTDC1"
"Sostdc1",2267,0,-0.208960437,0.217,0.143,0,"IRI_short_1",0.074,"SOSTDC1"
"Sostdc1",4275,0,-0.644761373,0.086,0.165,0,"IRI_long_1",-0.079,"SOSTDC1"
"Sostdc1",3759,3.05e-117,0.247516152,0.217,0.145,7.09e-113,"IRI_short_14",0.072,"SOSTDC1"
"Kif12",482,0,0.453860559,0.15,0.073,0,"Control",0.077,"KIF12"
"Kif12",7056,0,-0.332285038,0.019,0.11,0,"IRI_long_14",-0.091,"KIF12"
"Kif12",3795,2.04e-100,-0.219377493,0.059,0.105,4.75e-96,"IRI_short_14",-0.046,"KIF12"
"Kif12",6039,2e-93,-0.25448637,0.037,0.102,4.64e-89,"IRI_long_3",-0.065,"KIF12"
"Abcc2",483,0,0.45290575,0.117,0.021,0,"Control",0.096,"ABCC2"
"Cyp2j13",485,0,0.452110404,0.109,0.017,0,"Control",0.092,"CYP2J2"
"Rps23",2379,0,-0.301664838,0.814,0.779,0,"IRI_short_1",0.035,"RPS23"
"Rps23",3712,1.89e-144,-0.253317923,0.762,0.788,4.4e-140,"IRI_short_14",-0.026,"RPS23"
"Rps23",486,0,0.451846231,0.798,0.778,0,"Control",0.02,"RPS23"
"Rps23",4469,1.25e-266,-0.388089998,0.731,0.792,2.92e-262,"IRI_long_1",-0.061,"RPS23"
"Mcur1",4781,4.6e-159,-0.247957585,0.123,0.168,1.07e-154,"IRI_long_1",-0.045,"MCUR1"
"Mcur1",487,0,0.451082886,0.211,0.139,0,"Control",0.072,"MCUR1"
"Mcur1",2658,0,-0.250139862,0.146,0.166,0,"IRI_short_1",-0.02,"MCUR1"
"Nfia",488,0,0.450329879,0.13,0.045,0,"Control",0.085,"NFIA"
"Cpeb3",489,0,0.449793423,0.112,0.03,0,"Control",0.082,"CPEB3"
"Agpat3",6131,1.72e-79,-0.277022801,0.131,0.208,3.99e-75,"IRI_long_3",-0.077,"AGPAT3"
"Agpat3",4693,1.75e-183,-0.255925166,0.174,0.208,4.06e-179,"IRI_long_1",-0.034,"AGPAT3"
"Agpat3",7496,4.94e-297,-0.368571218,0.102,0.218,1.15e-292,"IRI_long_14",-0.116,"AGPAT3"
"Agpat3",490,0,0.448459156,0.247,0.182,0,"Control",0.065,"AGPAT3"
"S100a1",491,0,0.448451554,0.559,0.476,0,"Control",0.083,"S100A1"
"S100a1",4651,5.87e-197,-0.331466593,0.489,0.506,1.36e-192,"IRI_long_1",-0.017,"S100A1"
"S100a1",2192,0,0.276262548,0.692,0.468,0,"IRI_short_1",0.224,"S100A1"
"S100a1",7348,0,-0.987468821,0.222,0.545,0,"IRI_long_14",-0.323,"S100A1"
"S100a1",5192,0,-0.655995968,0.315,0.516,0,"IRI_long_3",-0.201,"S100A1"
"Gas6",6196,1.97e-69,-0.265350102,0.146,0.23,4.59e-65,"IRI_long_3",-0.084,"GAS6"
"Gas6",7085,0,-0.406319345,0.105,0.242,0,"IRI_long_14",-0.137,"GAS6"
"Gas6",4498,4.73e-251,-0.373935723,0.147,0.235,1.1e-246,"IRI_long_1",-0.088,"GAS6"
"Gas6",492,0,0.447909709,0.276,0.199,0,"Control",0.077,"GAS6"
"Gas6",2310,0,-0.239509553,0.251,0.22,0,"IRI_short_1",0.031,"GAS6"
"Ap2a2",4848,5e-141,-0.231359805,0.174,0.204,1.16e-136,"IRI_long_1",-0.03,"AP2A2"
"Ap2a2",8182,7.49e-64,-0.201604031,0.162,0.205,1.74e-59,"IRI_long_14",-0.043,"AP2A2"
"Ap2a2",3743,5.61e-126,-0.261910089,0.142,0.209,1.3e-121,"IRI_short_14",-0.067,"AP2A2"
"Ap2a2",493,0,0.447447889,0.227,0.187,0,"Control",0.04,"AP2A2"
"Aldh7a1",4767,3.84e-162,-0.276093031,0.054,0.115,8.93e-158,"IRI_long_1",-0.061,"ALDH7A1"
"Aldh7a1",7747,4.35e-226,-0.318913926,0.041,0.118,1.01e-221,"IRI_long_14",-0.077,"ALDH7A1"
"Aldh7a1",2703,8.13e-246,-0.226625532,0.094,0.11,1.89e-241,"IRI_short_1",-0.016,"ALDH7A1"
"Aldh7a1",494,0,0.446177112,0.164,0.08,0,"Control",0.084,"ALDH7A1"
"Ndufaf8",4878,3.56e-132,-0.222618899,0.208,0.233,8.29e-128,"IRI_long_1",-0.025,"NDUFAF8"
"Ndufaf8",8178,2.07e-69,-0.21483744,0.186,0.236,4.81e-65,"IRI_long_14",-0.05,"NDUFAF8"
"Ndufaf8",3371,4.76e-61,-0.214480472,0.212,0.231,1.11e-56,"IRI_short_3",-0.019,"NDUFAF8"
"Ndufaf8",495,0,0.444509553,0.26,0.215,0,"Control",0.045,"NDUFAF8"
"Ndufaf8",6164,1.01e-74,-0.268310183,0.172,0.234,2.34e-70,"IRI_long_3",-0.062,"NDUFAF8"
"Rufy3",2705,1.82e-243,-0.230291479,0.078,0.104,4.23e-239,"IRI_short_1",-0.026,"RUFY3"
"Rufy3",496,0,0.442418184,0.151,0.074,0,"Control",0.077,"RUFY3"
"Rufy3",4766,1.3e-162,-0.241635748,0.061,0.106,3.03e-158,"IRI_long_1",-0.045,"RUFY3"
"Spr",4745,1.38e-169,-0.288746824,0.144,0.202,3.21e-165,"IRI_long_1",-0.058,"SPR"
"Spr",7827,1.2e-205,-0.338993314,0.118,0.206,2.8e-201,"IRI_long_14",-0.088,"SPR"
"Spr",497,0,0.442120946,0.231,0.176,0,"Control",0.055,"SPR"
"Spr",2307,0,-0.238135816,0.195,0.195,0,"IRI_short_1",0,"SPR"
"Apom",498,0,0.441915109,0.11,0.023,0,"Control",0.087,"APOM"
"Gm5617",500,0,0.439359909,0.185,0.108,0,"Control",0.077,"C11orf71"
"Gm5617",6249,7.86e-62,-0.233373141,0.08,0.137,1.83e-57,"IRI_long_3",-0.057,"C11orf71"
"Gm5617",2708,1.21e-236,-0.225486283,0.116,0.137,2.82e-232,"IRI_short_1",-0.021,"C11orf71"
"Gm5617",4949,1.96e-112,-0.223790016,0.096,0.139,4.55e-108,"IRI_long_1",-0.043,"C11orf71"
"Mrpl51",501,0,0.439043619,0.331,0.302,0,"Control",0.029,"MRPL51"
"Mrpl51",7726,1.09e-229,-0.375384753,0.216,0.325,2.53e-225,"IRI_long_14",-0.109,"MRPL51"
"Mrpl51",4669,7.37e-191,-0.277089044,0.277,0.316,1.71e-186,"IRI_long_1",-0.039,"MRPL51"
"Mrpl51",6166,1.34e-74,-0.272843636,0.261,0.315,3.12e-70,"IRI_long_3",-0.054,"MRPL51"
"Tln2",502,0,0.439003833,0.147,0.061,0,"Control",0.086,"TLN2"
"Col27a1",503,0,0.438884304,0.106,0.021,0,"Control",0.085,"COL27A1"
"Ivd",6117,5.91e-82,-0.245045402,0.067,0.133,1.38e-77,"IRI_long_3",-0.066,"IVD"
"Ivd",2657,0,-0.241700642,0.113,0.132,0,"IRI_short_1",-0.019,"IVD"
"Ivd",4608,2.52e-211,-0.284955983,0.078,0.136,5.85e-207,"IRI_long_1",-0.058,"IVD"
"Ivd",504,0,0.438573425,0.185,0.102,0,"Control",0.083,"IVD"
"Ivd",7730,9.98e-229,-0.293552605,0.055,0.14,2.32e-224,"IRI_long_14",-0.085,"IVD"
"Ptms",505,0,0.436163253,0.477,0.443,0,"Control",0.034,"PTMS"
"Ptms",7139,0,-0.490815522,0.317,0.474,0,"IRI_long_14",-0.157,"PTMS"
"Ptms",6221,4.15e-66,-0.23653628,0.405,0.457,9.65e-62,"IRI_long_3",-0.052,"PTMS"
"2310039H08Rik",506,0,0.43496465,0.191,0.129,0,"Control",0.062,"C6orf226"
"2310039H08Rik",8116,1.3e-105,-0.245987791,0.099,0.157,3.04e-101,"IRI_long_14",-0.058,"C6orf226"
"2310039H08Rik",6271,5.08e-58,-0.229044286,0.108,0.152,1.18e-53,"IRI_long_3",-0.044,"C6orf226"
"Cluh",6162,6.2e-75,-0.220712791,0.051,0.107,1.44e-70,"IRI_long_3",-0.056,"CLUH"
"Cluh",7849,7.71e-200,-0.252025932,0.041,0.113,1.79e-195,"IRI_long_14",-0.072,"CLUH"
"Cluh",507,0,0.434421106,0.159,0.076,0,"Control",0.083,"CLUH"
"Cluh",4840,2.2e-143,-0.210771814,0.069,0.109,5.12e-139,"IRI_long_1",-0.04,"CLUH"
"Aco1",6288,6.35e-54,-0.203974135,0.076,0.124,1.48e-49,"IRI_long_3",-0.048,"ACO1"
"Aco1",7753,2.01e-224,-0.280264523,0.05,0.132,4.68e-220,"IRI_long_14",-0.082,"ACO1"
"Aco1",4868,3.35e-134,-0.210258058,0.093,0.125,7.8e-130,"IRI_long_1",-0.032,"ACO1"
"Aco1",508,0,0.434171941,0.17,0.097,0,"Control",0.073,"ACO1"
"Tmco1",4823,1.03e-149,-0.259079363,0.274,0.312,2.41e-145,"IRI_long_1",-0.038,"TMCO1"
"Tmco1",510,0,0.433106176,0.317,0.303,0,"Control",0.014,"TMCO1"
"Tmco1",8020,5.94e-147,-0.304579197,0.241,0.317,1.38e-142,"IRI_long_14",-0.076,"TMCO1"
"Pccb",4703,1.47e-180,-0.253052992,0.094,0.137,3.42e-176,"IRI_long_1",-0.043,"PCCB"
"Pccb",6014,1.94e-97,-0.261205583,0.059,0.136,4.52e-93,"IRI_long_3",-0.077,"PCCB"
"Pccb",7420,0,-0.321707526,0.043,0.144,0,"IRI_long_14",-0.101,"PCCB"
"Pccb",511,0,0.432743559,0.18,0.107,0,"Control",0.073,"PCCB"
"Wdr18",513,0,0.432350656,0.164,0.106,0,"Control",0.058,"WDR18"
"Wdr18",8079,8.29e-123,-0.243339281,0.079,0.132,1.93e-118,"IRI_long_14",-0.053,"WDR18"
"St13",514,0,0.431953183,0.336,0.32,0,"Control",0.016,"ST13"
"St13",2384,0,-0.308274509,0.328,0.325,0,"IRI_short_1",0.003,"ST13"
"St13",4408,5e-298,-0.393541737,0.244,0.337,1.16e-293,"IRI_long_1",-0.093,"ST13"
"Atp5h",4240,0,-0.575234574,0.649,0.735,0,"IRI_long_1",-0.086,"ATP5PD"
"Atp5h",7110,0,-0.453882928,0.664,0.734,0,"IRI_long_14",-0.07,"ATP5PD"
"Atp5h",2331,0,-0.259996341,0.775,0.715,0,"IRI_short_1",0.06,"ATP5PD"
"Atp5h",3501,0,0.305612998,0.808,0.712,0,"IRI_short_14",0.096,"ATP5PD"
