,p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene,diff.pct

7144,0,-0.497416123,0.519,0.576,0,IRI_long_14,Usmg5,-0.057

7145,0,-0.49967169,0.045,0.168,0,IRI_long_14,Cldn10,-0.123

7146,0,-0.499998681,0.015,0.107,0,IRI_long_14,Car12,-0.092

7147,0,-0.501649694,0.278,0.422,0,IRI_long_14,Uqcrc1,-0.144

7148,0,-0.50193152,0.016,0.105,0,IRI_long_14,Nox4,-0.089

7149,0,-0.502869242,0.299,0.434,0,IRI_long_14,Ndufv2,-0.135

7150,0,-0.503635273,0.072,0.174,0,IRI_long_14,Lactb2,-0.102

7151,0,-0.504461572,0.072,0.213,0,IRI_long_14,Ccnd1,-0.141

7152,0,-0.504799923,0.103,0.233,0,IRI_long_14,Lpl,-0.13

7153,0,-0.505170809,0.038,0.185,0,IRI_long_14,Col4a4,-0.147

7154,0,-0.510829569,0.153,0.298,0,IRI_long_14,Acadm,-0.145

7155,0,-0.513670173,0.031,0.157,0,IRI_long_14,Smim1,-0.126

7156,0,-0.514775864,0.674,0.754,0,IRI_long_14,Cox5b,-0.08

7157,0,-0.514854908,0.055,0.192,0,IRI_long_14,Mcrip2,-0.137

7158,0,-0.515331066,0.63,0.712,0,IRI_long_14,Ndufa13,-0.082

7159,0,-0.515535737,0.164,0.323,0,IRI_long_14,Sdhc,-0.159

7160,0,-0.516904688,0.092,0.231,0,IRI_long_14,Hmgcs1,-0.139

7161,0,-0.517262768,0.025,0.117,0,IRI_long_14,Ugt3a2,-0.092

7162,0,-0.518823531,0.228,0.386,0,IRI_long_14,Suclg1,-0.158

7163,0,-0.520105154,0.09,0.254,0,IRI_long_14,Fdx1,-0.164

7164,0,-0.521726481,0.111,0.268,0,IRI_long_14,Hadh,-0.157

7165,0,-0.521912326,0.09,0.264,0,IRI_long_14,Suclg2,-0.174

7166,0,-0.522478287,0.041,0.141,0,IRI_long_14,Pecr,-0.1

7167,0,-0.524896271,0.2,0.362,0,IRI_long_14,Ddt,-0.162

7168,0,-0.525828492,0.037,0.173,0,IRI_long_14,Ghr,-0.136

7169,0,-0.526503041,0.07,0.23,0,IRI_long_14,Camk2n1,-0.16

7170,0,-0.526729573,0.669,0.772,0,IRI_long_14,Uqcrh,-0.103

7171,0,-0.531434934,0.034,0.197,0,IRI_long_14,Aif1l,-0.163

7172,0,-0.532912385,0.153,0.31,0,IRI_long_14,Fmc1,-0.157

7173,0,-0.535553191,0.489,0.621,0,IRI_long_14,Atp5c1,-0.132

7174,0,-0.535719998,0.062,0.183,0,IRI_long_14,Slc5a3,-0.121

7175,0,-0.536185333,0.042,0.178,0,IRI_long_14,Kcnj1,-0.136

7176,0,-0.536984239,0.073,0.192,0,IRI_long_14,Sfxn1,-0.119

7177,0,-0.539169312,0.326,0.481,0,IRI_long_14,Ndufa11,-0.155

7178,0,-0.540144438,0.528,0.654,0,IRI_long_14,Hint1,-0.126

7179,0,-0.545448477,0.047,0.171,0,IRI_long_14,Sostdc1,-0.124

7180,0,-0.546870143,0.033,0.203,0,IRI_long_14,Ank3,-0.17

7181,0,-0.547479142,0.055,0.208,0,IRI_long_14,Krt8,-0.153

7182,0,-0.548745688,0.303,0.482,0,IRI_long_14,Ndufa12,-0.179

7183,0,-0.550402894,0.048,0.163,0,IRI_long_14,Pgam2,-0.115

7184,0,-0.551600477,0.079,0.238,0,IRI_long_14,Csrp2,-0.159

7185,0,-0.552298543,0.177,0.352,0,IRI_long_14,Phyh,-0.175

7186,0,-0.553713811,0.449,0.603,0,IRI_long_14,Ndufb11,-0.154

7187,0,-0.554578693,0.022,0.129,0,IRI_long_14,0610005C13Rik,-0.107

7188,0,-0.554720525,0.393,0.548,0,IRI_long_14,Hspe1,-0.155

7189,0,-0.555175374,0.245,0.418,0,IRI_long_14,Vdac1,-0.173

7190,0,-0.555368154,0.395,0.522,0,IRI_long_14,Park7,-0.127

7191,0,-0.556225081,0.082,0.232,0,IRI_long_14,Selenbp1,-0.15

7192,0,-0.55699484,0.572,0.663,0,IRI_long_14,2010107E04Rik,-0.091

7193,0,-0.557692957,0.05,0.234,0,IRI_long_14,Paqr5,-0.184

7194,0,-0.558218395,0.118,0.229,0,IRI_long_14,Idh1,-0.111

7195,0,-0.558459094,0.039,0.2,0,IRI_long_14,Tfcp2l1,-0.161

7196,0,-0.559056845,0.392,0.537,0,IRI_long_14,Ndufb5,-0.145

7197,0,-0.56116846,0.209,0.372,0,IRI_long_14,Mrpl12,-0.163

7198,0,-0.562090343,0.349,0.489,0,IRI_long_14,Sdhb,-0.14

7199,0,-0.564690382,0.053,0.236,0,IRI_long_14,1700011H14Rik,-0.183

7200,0,-0.567179234,0.614,0.696,0,IRI_long_14,Rps17,-0.082

7201,0,-0.568179626,0.512,0.622,0,IRI_long_14,Ndufa6,-0.11

7202,0,-0.569253821,0.157,0.346,0,IRI_long_14,Spint2,-0.189

7203,0,-0.569607022,0.099,0.252,0,IRI_long_14,Mettl26,-0.153

7204,0,-0.571261161,0.011,0.101,0,IRI_long_14,Slc6a19,-0.09

7205,0,-0.571310755,0.137,0.255,0,IRI_long_14,Errfi1,-0.118

7206,0,-0.577421251,0.204,0.379,0,IRI_long_14,Aco2,-0.175

7207,0,-0.579677471,0.382,0.506,0,IRI_long_14,Scp2,-0.124

7208,0,-0.579788561,0.139,0.356,0,IRI_long_14,Mgst3,-0.217

7209,0,-0.580025013,0.039,0.206,0,IRI_long_14,Krt7,-0.167

7210,0,-0.586190002,0.042,0.193,0,IRI_long_14,Snhg18,-0.151

7211,0,-0.588007595,0.374,0.536,0,IRI_long_14,Ndufb10,-0.162

7212,0,-0.589221252,0.116,0.252,0,IRI_long_14,Ccdc107,-0.136

7213,0,-0.589530286,0.084,0.204,0,IRI_long_14,Dcxr,-0.12

7214,0,-0.592537645,0.085,0.222,0,IRI_long_14,Acox1,-0.137

7215,0,-0.593518292,0.146,0.32,0,IRI_long_14,Acat1,-0.174

7216,0,-0.593857219,0.041,0.165,0,IRI_long_14,Cda,-0.124

7217,0,-0.596686095,0.069,0.252,0,IRI_long_14,Epcam,-0.183

7218,0,-0.600733588,0.027,0.123,0,IRI_long_14,Cyp2e1,-0.096

7219,0,-0.600823911,0.131,0.311,0,IRI_long_14,Hibadh,-0.18

7220,0,-0.602381341,0.171,0.378,0,IRI_long_14,Hmgn1,-0.207

7221,0,-0.605530968,0.056,0.225,0,IRI_long_14,Clcnkb,-0.169

7222,0,-0.606086629,0.014,0.101,0,IRI_long_14,Slc5a2,-0.087

7223,0,-0.606263742,0.979,0.888,0,IRI_long_14,mt-Co2,0.091

7224,0,-0.609858009,0.143,0.323,0,IRI_long_14,Hagh,-0.18

7225,0,-0.612143998,0.096,0.248,0,IRI_long_14,Akr7a5,-0.152

7226,0,-0.612485409,0.697,0.768,0,IRI_long_14,Cox6b1,-0.071

7227,0,-0.613558218,0.025,0.138,0,IRI_long_14,Kcnj15,-0.113

7228,0,-0.615674297,0.025,0.129,0,IRI_long_14,Slc22a12,-0.104

7229,0,-0.617820015,0.278,0.461,0,IRI_long_14,Ndufb2,-0.183

7230,0,-0.617843801,0.555,0.708,0,IRI_long_14,Atp5d,-0.153

7231,0,-0.621399411,0.197,0.377,0,IRI_long_14,Ivns1abp,-0.18

7232,0,-0.624079019,0.074,0.268,0,IRI_long_14,Stard10,-0.194

7233,0,-0.626918312,0.178,0.31,0,IRI_long_14,Dnajc19,-0.132

7234,0,-0.628288054,0.994,0.924,0,IRI_long_14,mt-Co3,0.07

7235,0,-0.628639936,0.285,0.404,0,IRI_long_14,Tcn2,-0.119

7236,0,-0.631200767,0.596,0.729,0,IRI_long_14,Atp5j2,-0.133

7237,0,-0.632886451,0.043,0.167,0,IRI_long_14,Dnajc12,-0.124

7238,0,-0.634081007,0.476,0.598,0,IRI_long_14,Akr1a1,-0.122

7239,0,-0.634439083,0.136,0.327,0,IRI_long_14,Bola3,-0.191

7240,0,-0.635622327,0.812,0.891,0,IRI_long_14,Cox4i1,-0.079

7241,0,-0.639694136,0.627,0.736,0,IRI_long_14,Atp5j,-0.109

7242,0,-0.640425573,0.454,0.616,0,IRI_long_14,Cycs,-0.162

7243,0,-0.64202476,0.024,0.121,0,IRI_long_14,Slc22a6,-0.097

7244,0,-0.642082744,0.318,0.471,0,IRI_long_14,Ndufv3,-0.153

7245,0,-0.647255302,0.311,0.504,0,IRI_long_14,Ndufab1,-0.193

7246,0,-0.647886661,0.1,0.261,0,IRI_long_14,Nudt19,-0.161

7247,0,-0.652961955,0.343,0.522,0,IRI_long_14,Uqcrfs1,-0.179

7248,0,-0.653911267,0.07,0.241,0,IRI_long_14,Fabp3,-0.171

7249,0,-0.654685522,0.107,0.354,0,IRI_long_14,Plscr2,-0.247

7250,0,-0.656061895,0.675,0.769,0,IRI_long_14,Cox7a2,-0.094

7251,0,-0.6564301,0.137,0.319,0,IRI_long_14,Mrps6,-0.182

7252,0,-0.657288733,0.343,0.508,0,IRI_long_14,Ndufs6,-0.165

7253,0,-0.657841306,0.038,0.165,0,IRI_long_14,Cyp2j5,-0.127

7254,0,-0.658452123,0.544,0.709,0,IRI_long_14,Slc25a5,-0.165

7255,0,-0.658800727,0.283,0.488,0,IRI_long_14,Cyc1,-0.205

7256,0,-0.661420523,0.991,0.923,0,IRI_long_14,mt-Atp6,0.068

7257,0,-0.662432747,0.427,0.609,0,IRI_long_14,Atp5o.1,-0.182

7258,0,-0.663039634,0.552,0.691,0,IRI_long_14,Ndufb9,-0.139

7259,0,-0.669781412,0.07,0.282,0,IRI_long_14,Sult1d1,-0.212

7260,0,-0.672496417,0.09,0.243,0,IRI_long_14,Igfbp4,-0.153

7261,0,-0.672977351,0.533,0.68,0,IRI_long_14,Cox7b,-0.147

7262,0,-0.675520305,0.054,0.219,0,IRI_long_14,Tspan8,-0.165

7263,0,-0.677532265,0.06,0.2,0,IRI_long_14,4931406C07Rik,-0.14

7264,0,-0.679515356,0.156,0.379,0,IRI_long_14,Idh2,-0.223

7265,0,-0.682747398,0.62,0.74,0,IRI_long_14,Cox5a,-0.12

7266,0,-0.683117284,0.111,0.265,0,IRI_long_14,Cat,-0.154

7267,0,-0.684830227,0.043,0.184,0,IRI_long_14,Glyat,-0.141

7268,0,-0.686980224,0.033,0.154,0,IRI_long_14,Ugt2b38,-0.121

7269,0,-0.687674141,0.529,0.654,0,IRI_long_14,Ndufa2,-0.125

7270,0,-0.690863356,0.072,0.241,0,IRI_long_14,Ggt1,-0.169

7271,0,-0.691017086,0.016,0.108,0,IRI_long_14,Spp2,-0.092

7272,0,-0.696636129,0.21,0.4,0,IRI_long_14,Tmem256,-0.19

7273,0,-0.696820527,0.976,0.972,0,IRI_long_14,mt-Co1,0.004

7274,0,-0.697079606,0.627,0.788,0,IRI_long_14,Cox7c,-0.161

7275,0,-0.699126054,0.517,0.684,0,IRI_long_14,Atp5a1,-0.167

7276,0,-0.702614503,0.434,0.63,0,IRI_long_14,Ndufb8,-0.196

7277,0,-0.705423605,0.604,0.723,0,IRI_long_14,Uqcrq,-0.119

7278,0,-0.713577259,0.471,0.59,0,IRI_long_14,mt-Nd4l,-0.119

7279,0,-0.715883465,0.588,0.713,0,IRI_long_14,Cox6a1,-0.125

7280,0,-0.71948853,0.245,0.475,0,IRI_long_14,Etfb,-0.23

7281,0,-0.72183842,0.112,0.3,0,IRI_long_14,4833439L19Rik,-0.188

7282,0,-0.723982107,0.241,0.468,0,IRI_long_14,Slc25a4,-0.227

7283,0,-0.735923548,0.05,0.202,0,IRI_long_14,Calml4,-0.152

7284,0,-0.74007853,0.027,0.151,0,IRI_long_14,AI314278,-0.124

7285,0,-0.745167575,0.053,0.28,0,IRI_long_14,Kcnj16,-0.227

7286,0,-0.750039518,0.052,0.23,0,IRI_long_14,Aldh6a1,-0.178

7287,0,-0.750164011,0.093,0.232,0,IRI_long_14,Khk,-0.139

7288,0,-0.751327459,0.408,0.604,0,IRI_long_14,Mpc2,-0.196

7289,0,-0.755069451,0.334,0.556,0,IRI_long_14,Ndufc1,-0.222

7290,0,-0.759458311,0.483,0.676,0,IRI_long_14,Uqcrb,-0.193

7291,0,-0.76099298,0.43,0.649,0,IRI_long_14,Atpif1,-0.219

7292,0,-0.763364616,0.157,0.412,0,IRI_long_14,Sdc4,-0.255

7293,0,-0.764266855,0.042,0.198,0,IRI_long_14,Slc4a4,-0.156

7294,0,-0.765306306,0.083,0.303,0,IRI_long_14,Kng2,-0.22

7295,0,-0.767645203,0.14,0.353,0,IRI_long_14,Hint2,-0.213

7296,0,-0.775783612,0.588,0.747,0,IRI_long_14,Atp5b,-0.159

7297,0,-0.782094781,0.042,0.193,0,IRI_long_14,Fbp1,-0.151

7298,0,-0.797215211,0.047,0.188,0,IRI_long_14,Acy3,-0.141

7299,0,-0.797823186,0.032,0.149,0,IRI_long_14,Sfrp1,-0.117

7300,0,-0.798273191,0.036,0.187,0,IRI_long_14,Pdzk1,-0.151

7301,0,-0.810191786,0.027,0.178,0,IRI_long_14,Pah,-0.151

7302,0,-0.810387252,0.024,0.161,0,IRI_long_14,Inmt,-0.137

7303,0,-0.810594344,0.239,0.493,0,IRI_long_14,Ndufa5,-0.254

7304,0,-0.821285557,0.072,0.22,0,IRI_long_14,Cyp4b1,-0.148

7305,0,-0.824694222,0.09,0.354,0,IRI_long_14,Cdh16,-0.264

7306,0,-0.828767268,0.07,0.195,0,IRI_long_14,Ly6c1,-0.125

7307,0,-0.830734648,0.409,0.7,0,IRI_long_14,Dbi,-0.291

7308,0,-0.834717532,0.154,0.35,0,IRI_long_14,Gabarapl1,-0.196

7309,0,-0.83857053,0.451,0.618,0,IRI_long_14,Atp5k,-0.167

7310,0,-0.838721855,0.488,0.689,0,IRI_long_14,Uqcr11,-0.201

7311,0,-0.845258281,0.043,0.196,0,IRI_long_14,Nat8f1,-0.153

7312,0,-0.853112616,0.155,0.361,0,IRI_long_14,Zbtb20,-0.206

7313,0,-0.854782626,0.103,0.359,0,IRI_long_14,Tns1,-0.256

7314,0,-0.861313934,0.311,0.575,0,IRI_long_14,Mdh1,-0.264

7315,0,-0.862886919,0.146,0.386,0,IRI_long_14,Tsc22d1,-0.24

7316,0,-0.864885059,0.042,0.189,0,IRI_long_14,Cela1,-0.147

7317,0,-0.865437483,0.613,0.803,0,IRI_long_14,mt-Nd5,-0.19

7318,0,-0.866349871,0.082,0.258,0,IRI_long_14,Sord,-0.176

7319,0,-0.869708249,0.046,0.213,0,IRI_long_14,Keg1,-0.167

7320,0,-0.870084787,0.172,0.444,0,IRI_long_14,Cystm1,-0.272

7321,0,-0.873191944,0.076,0.343,0,IRI_long_14,Pcbd1,-0.267

7322,0,-0.88425028,0.535,0.664,0,IRI_long_14,Mt1,-0.129

7323,0,-0.891053645,0.193,0.419,0,IRI_long_14,Oxct1,-0.226

7324,0,-0.899779886,0.31,0.533,0,IRI_long_14,Cyb5a,-0.223

7325,0,-0.902968673,0.039,0.192,0,IRI_long_14,Lrp2,-0.153

7326,0,-0.903752556,0.15,0.371,0,IRI_long_14,Ndrg1,-0.221

7327,0,-0.906729765,0.077,0.281,0,IRI_long_14,Ppp1r1a,-0.204

7328,0,-0.907271172,0.057,0.309,0,IRI_long_14,Pth1r,-0.252

7329,0,-0.908606801,0.03,0.178,0,IRI_long_14,Fut9,-0.148

7330,0,-0.912061517,0.068,0.285,0,IRI_long_14,Car2,-0.217

7331,0,-0.91882956,0.67,0.848,0,IRI_long_14,Cox6c,-0.178

7332,0,-0.922534454,0.084,0.32,0,IRI_long_14,Tmem213,-0.236

7333,0,-0.931517943,0.902,0.977,0,IRI_long_14,mt-Nd2,-0.075

7334,0,-0.932740842,0.535,0.727,0,IRI_long_14,Uqcr10,-0.192

7335,0,-0.934291785,0.095,0.351,0,IRI_long_14,Rida,-0.256

7336,0,-0.936723194,0.06,0.221,0,IRI_long_14,Tmem52b,-0.161

7337,0,-0.943696367,0.163,0.463,0,IRI_long_14,Cisd1,-0.3

7338,0,-0.943922219,0.147,0.431,0,IRI_long_14,Wfdc2,-0.284

7339,0,-0.946474773,0.37,0.64,0,IRI_long_14,Atp5g3,-0.27

7340,0,-0.95337934,0.088,0.285,0,IRI_long_14,Wfdc15b,-0.197

7341,0,-0.95349673,0.176,0.327,0,IRI_long_14,mt-Atp8,-0.151

7342,0,-0.96104356,0.045,0.213,0,IRI_long_14,Guca2b,-0.168

7343,0,-0.961851886,0.465,0.723,0,IRI_long_14,Atp5g1,-0.258

7344,0,-0.963320449,0.499,0.725,0,IRI_long_14,Atp1a1,-0.226

7345,0,-0.964781546,0.109,0.231,0,IRI_long_14,Gatm,-0.122

7346,0,-0.96671857,0.057,0.251,0,IRI_long_14,Akr1c21,-0.194

7347,0,-0.978031152,0.526,0.803,0,IRI_long_14,Ndufa4,-0.277

7348,0,-0.987468821,0.222,0.545,0,IRI_long_14,S100a1,-0.323

7349,0,-0.994173245,0.083,0.351,0,IRI_long_14,Mal,-0.268

7350,0,-1.004129582,0.945,0.99,0,IRI_long_14,mt-Nd4,-0.045

7351,0,-1.019960711,0.055,0.272,0,IRI_long_14,Tmem27,-0.217

7352,0,-1.027272977,0.045,0.22,0,IRI_long_14,Pck1,-0.175

7353,0,-1.041277339,0.038,0.263,0,IRI_long_14,Kl,-0.225

7354,0,-1.054669089,0.078,0.302,0,IRI_long_14,Ttc36,-0.224

7355,0,-1.05829094,0.964,0.995,0,IRI_long_14,mt-Cytb,-0.031

7356,0,-1.061173496,0.218,0.617,0,IRI_long_14,Ldhb,-0.399

7357,0,-1.063610898,0.091,0.381,0,IRI_long_14,Timp3,-0.29

7358,0,-1.094513737,0.052,0.219,0,IRI_long_14,Slc27a2,-0.167

7359,0,-1.100932762,0.165,0.57,0,IRI_long_14,Igfbp7,-0.405

7360,0,-1.102274544,0.084,0.398,0,IRI_long_14,Pdzk1ip1,-0.314

7361,0,-1.11669049,0.129,0.419,0,IRI_long_14,Chpt1,-0.29

7362,0,-1.164897473,0.115,0.318,0,IRI_long_14,Ass1,-0.203

7363,0,-1.173794428,0.106,0.316,0,IRI_long_14,Mt2,-0.21

7364,0,-1.199544724,0.074,0.246,0,IRI_long_14,Calb1,-0.172

7365,0,-1.207280378,0.077,0.339,0,IRI_long_14,Aldob,-0.262

7366,0,-1.213294794,0.21,0.631,0,IRI_long_14,Atp1b1,-0.421

7367,0,-1.228774926,0.167,0.502,0,IRI_long_14,Umod,-0.335

7368,0,-1.237556821,0.007,0.177,0,IRI_long_14,Dnase1,-0.17

7369,0,-1.245456335,0.202,0.614,0,IRI_long_14,Chchd10,-0.412

7370,0,-1.281413359,0.074,0.344,0,IRI_long_14,Spink1,-0.27

7371,0,-1.301315161,0.273,0.625,0,IRI_long_14,Ly6a,-0.352

7372,0,-1.319132419,0.053,0.289,0,IRI_long_14,Miox,-0.236

7373,0,-1.396745792,0.88,0.981,0,IRI_long_14,mt-Nd1,-0.101

7374,0,-1.425930516,0.096,0.284,0,IRI_long_14,Slc12a3,-0.188

7375,0,-1.479934219,0.137,0.518,0,IRI_long_14,Defb1,-0.381

7376,0,-1.487083303,0.219,0.542,0,IRI_long_14,Kap,-0.323

7377,0,-1.497397833,0.342,0.837,0,IRI_long_14,Fxyd2,-0.495

7378,0,-1.506349019,0.047,0.287,0,IRI_long_14,Acsm2,-0.24

7379,0,-1.512612714,0.041,0.206,0,IRI_long_14,Egf,-0.165

7380,0,-1.567579672,0.059,0.302,0,IRI_long_14,Slc34a1,-0.243

7381,0,-1.634711402,0.167,0.498,0,IRI_long_14,Klk1,-0.331

7382,0,-1.93959071,0.142,0.475,0,IRI_long_14,Clu,-0.333

7383,0,-1.947736745,0.596,0.741,0,IRI_long_14,Spp1,-0.145

7384,0,-2.079720335,0.197,0.596,0,IRI_long_14,Gpx3,-0.399

7385,0,-2.254149554,0.217,0.659,0,IRI_long_14,S100g,-0.442

7386,0.00E+00,0.317332759,0.451,0.295,0.00E+00,IRI_long_14,Rbm25,0.156

7387,0.00E+00,-0.298453601,0.026,0.118,0.00E+00,IRI_long_14,Tmprss2,-0.092

7388,0.00E+00,-0.418112354,0.029,0.121,0.00E+00,IRI_long_14,Ldhd,-0.092

7389,0.00E+00,-0.429490698,0.298,0.425,0.00E+00,IRI_long_14,Ndufs2,-0.127

7390,0.00E+00,-0.269322985,0.022,0.11,0.00E+00,IRI_long_14,Nectin3,-0.088

7391,0.00E+00,-0.296462498,0.032,0.128,0.00E+00,IRI_long_14,Sox4,-0.096

7392,0.00E+00,-0.470128523,0.042,0.145,0.00E+00,IRI_long_14,Cryab,-0.103

7393,0.00E+00,0.290302571,0.412,0.255,0.00E+00,IRI_long_14,Tln1,0.157

7394,0.00E+00,-0.494037637,0.491,0.556,0.00E+00,IRI_long_14,Ndufa3,-0.065

7395,0.00E+00,-0.235149772,0.027,0.119,0.00E+00,IRI_long_14,Cttn,-0.092

7396,0.00E+00,0.221191307,0.2,0.088,0.00E+00,IRI_long_14,Sipa1,0.112

7397,0.00E+00,-0.274471366,0.023,0.111,0.00E+00,IRI_long_14,St6galnac2,-0.088

7398,0.00E+00,0.256708695,0.211,0.098,0.00E+00,IRI_long_14,Cfp,0.113

7399,0.00E+00,-0.320392683,0.028,0.12,0.00E+00,IRI_long_14,Nr2f2,-0.092

7400,0.00E+00,-0.286158032,0.045,0.149,0.00E+00,IRI_long_14,Serpinh1,-0.104

7401,0.00E+00,0.295743773,0.159,0.068,0.00E+00,IRI_long_14,Lrrc41,0.091

7402,0.00E+00,0.290767724,0.275,0.144,0.00E+00,IRI_long_14,Eapp,0.131

7403,0.00E+00,-0.330070155,0.061,0.174,0.00E+00,IRI_long_14,Coq7,-0.113

7404,0.00E+00,-0.369339734,0.096,0.218,0.00E+00,IRI_long_14,Idh3a,-0.122

7405,0.00E+00,0.603320357,0.266,0.136,0.00E+00,IRI_long_14,G0s2,0.13

7406,0.00E+00,0.371815577,0.333,0.191,0.00E+00,IRI_long_14,Fbxl5,0.142

7407,0.00E+00,0.270310395,0.217,0.1,0.00E+00,IRI_long_14,Fam50a,0.117

7408,0.00E+00,0.296019126,0.172,0.069,0.00E+00,IRI_long_14,Cwc25,0.103

7409,0.00E+00,-0.363622533,0.056,0.159,0.00E+00,IRI_long_14,Ak3,-0.103

7410,0.00E+00,-0.406257031,0.024,0.108,0.00E+00,IRI_long_14,Me1,-0.084

7411,0.00E+00,0.284108166,0.176,0.073,0.00E+00,IRI_long_14,Arf2,0.103

7412,0.00E+00,0.29954424,0.267,0.138,0.00E+00,IRI_long_14,Emd,0.129

7413,0.00E+00,0.255113825,0.468,0.305,0.00E+00,IRI_long_14,Rap1a,0.163

7414,0.00E+00,-0.428720666,0.028,0.117,0.00E+00,IRI_long_14,Dao,-0.089

7415,0.00E+00,-0.476688504,0.045,0.134,0.00E+00,IRI_long_14,Polr3e,-0.089

7416,0.00E+00,0.292879532,0.477,0.32,0.00E+00,IRI_long_14,Hnrnpa0,0.157

7417,0.00E+00,0.237442533,0.169,0.067,0.00E+00,IRI_long_14,Pip5k1c,0.102

7418,0.00E+00,-0.25148676,0.03,0.124,0.00E+00,IRI_long_14,Lamb1,-0.094

7419,0.00E+00,-0.443775887,0.033,0.126,0.00E+00,IRI_long_14,Bdh2,-0.093

7420,0.00E+00,-0.321707526,0.043,0.144,0.00E+00,IRI_long_14,Pccb,-0.101

7421,0.00E+00,0.274009212,0.246,0.121,0.00E+00,IRI_long_14,Tspan13,0.125

7422,0.00E+00,-0.324090092,0.033,0.127,0.00E+00,IRI_long_14,Vdr,-0.094

7423,0.00E+00,-0.345931142,0.022,0.104,0.00E+00,IRI_long_14,Pbld1,-0.082

7424,0.00E+00,-0.275015794,0.031,0.125,0.00E+00,IRI_long_14,Cd59a,-0.094

7425,0.00E+00,-0.213719383,0.029,0.12,0.00E+00,IRI_long_14,Kcnk1,-0.091

7426,0.00E+00,0.341283176,0.272,0.148,0.00E+00,IRI_long_14,Hmgn2,0.124

7427,0.00E+00,-0.460309634,0.059,0.152,0.00E+00,IRI_long_14,Cryl1,-0.093

7428,0.00E+00,0.330250018,0.393,0.249,0.00E+00,IRI_long_14,Stat3,0.144

7429,0.00E+00,0.519561093,0.229,0.123,5.14E-308,IRI_long_14,Hist1h1c,0.106

7430,0.00E+00,0.3556135,0.332,0.191,2.03E-307,IRI_long_14,Nabp1,0.141

7431,0.00E+00,0.266517799,0.184,0.077,2.03E-307,IRI_long_14,Mylip,0.107

7432,0.00E+00,-0.323109454,0.019,0.101,2.14E-307,IRI_long_14,Smim22,-0.082

7433,0.00E+00,-0.503852798,0.033,0.108,4.05E-307,IRI_long_14,Slc13a3,-0.075

7434,0.00E+00,0.405979695,0.348,0.22,4.54E-307,IRI_long_14,Sqstm1,0.128

7435,0.00E+00,0.266637121,0.497,0.336,5.84E-307,IRI_long_14,Brk1,0.161

7436,0.00E+00,0.356353617,0.164,0.075,2.06E-306,IRI_long_14,Aph1c,0.089

7437,0.00E+00,-0.299248656,0.072,0.189,3.74E-305,IRI_long_14,Nedd4,-0.117

7438,0.00E+00,0.380127148,0.192,0.084,4.49E-305,IRI_long_14,Fam46a,0.108

7439,0.00E+00,0.315338492,0.225,0.11,5.93E-305,IRI_long_14,Tctex1d2,0.115

7440,0.00E+00,0.207251981,0.117,0.036,1.19E-304,IRI_long_14,Cd300lb,0.081

7441,0.00E+00,-0.431812594,0.175,0.302,2.03E-304,IRI_long_14,Pfdn1,-0.127

7442,0.00E+00,-0.441836948,0.037,0.131,2.18E-304,IRI_long_14,Fmo1,-0.094

7443,0.00E+00,0.392594386,0.252,0.13,2.94E-304,IRI_long_14,S100a4,0.122

7444,0.00E+00,0.224588602,0.195,0.085,5.16E-304,IRI_long_14,Rgs19,0.11

7445,2.41E-308,-0.35276376,0.038,0.135,5.60E-304,IRI_long_14,Cdo1,-0.097

7446,2.49E-308,-0.462987105,0.104,0.206,5.79E-304,IRI_long_14,Qdpr,-0.102

7447,3.76E-308,-0.479763378,0.312,0.419,8.74E-304,IRI_long_14,Romo1,-0.107

7448,5.07E-308,-0.500610899,0.023,0.105,1.18E-303,IRI_long_14,Nat8,-0.082

7449,5.15E-308,0.271730492,0.134,0.051,1.20E-303,IRI_long_14,H2-Q10,0.083

7450,1.38E-307,0.204209774,0.146,0.054,3.21E-303,IRI_long_14,Rassf2,0.092

7451,3.01E-307,0.282382279,0.234,0.115,7.00E-303,IRI_long_14,B4galnt1,0.119

7452,8.13E-307,0.309912838,0.173,0.07,1.89E-302,IRI_long_14,Adgre1,0.103

7453,1.23E-306,0.365923094,0.284,0.171,2.87E-302,IRI_long_14,Txnrd1,0.113

7454,1.10E-305,-0.330596635,0.068,0.181,2.56E-301,IRI_long_14,Aktip,-0.113

7455,1.38E-305,0.308298762,0.195,0.094,3.21E-301,IRI_long_14,Rell1,0.101

7456,1.48E-305,-0.453628856,0.039,0.137,3.45E-301,IRI_long_14,Folr1,-0.098

7457,1.95E-305,0.263571367,0.225,0.107,4.54E-301,IRI_long_14,Map7d1,0.118

7458,2.59E-305,0.313278982,0.247,0.123,6.03E-301,IRI_long_14,Hexim1,0.124

