"",p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene,diff.pct
"1",0,1.6492229894934,0.139,0.063,0,Control,Rnf24,0.076
"2",0,1.62013009584556,0.242,0.15,0,Control,Keg1,0.092
"3",0,1.51875683418127,0.216,0.138,0,Control,Nox4,0.078
"4",0,1.49614237949568,0.151,0.062,0,Control,Egf,0.089
"5",0,1.43608519829218,0.341,0.198,0,Control,Slc34a1,0.143
"6",0,1.38205059690531,0.157,0.064,0,Control,Slc7a13,0.093
"7",0,1.34965184966815,0.216,0.097,0,Control,Smarca2,0.119
"8",0,1.26552847980276,0.371,0.267,0,Control,Lrp2,0.104
"9",0,1.24835326225928,0.189,0.11,0,Control,Tnfaip8,0.079
"10",0,1.24622536178861,0.24,0.114,0,Control,Slc22a30,0.126
"11",0,1.20976894718935,0.136,0.055,0,Control,Ranbp3l,0.081
"12",0,1.18733150596158,0.209,0.125,0,Control,Ass1,0.084
"13",0,1.1479557076497,0.129,0.037,0,Control,Gm29012,0.092
"14",0,1.14209256445322,0.134,0.059,0,Control,Aacs,0.075
"15",0,1.13237918092931,0.317,0.293,0,Control,Ghr,0.024
"16",0,1.08281284311286,0.268,0.145,0,Control,Cdh18,0.123
"17",0,1.0827464615828,0.304,0.252,0,Control,Trps1,0.052
"18",0,1.0645775502157,0.173,0.125,0,Control,Hnrnpr,0.048
"19",0,1.06060571254033,0.274,0.163,0,Control,Sugct,0.111
"20",0,1.03158209455609,0.211,0.112,0,Control,Slc6a20b,0.099
"21",0,1.02615339604991,0.298,0.203,0,Control,Fggy,0.095
"22",0,0.986091400315781,0.18,0.1,0,Control,Ces1f,0.08
"23",0,0.944170146708863,0.189,0.103,0,Control,Pecr,0.086
"24",0,0.922657163779061,0.211,0.144,0,Control,Enpp2,0.067
"25",0,0.918630155178603,0.194,0.122,0,Control,Slc5a12,0.072
"26",0,0.909908515826142,0.254,0.15,0,Control,Gm42397,0.104
"27",0,0.89680699529578,0.218,0.138,0,Control,Hsd17b11,0.08
"28",0,0.894485575961746,0.367,0.266,0,Control,Snx29,0.101
"29",0,0.892835663490633,0.32,0.23,0,Control,Fut9,0.09
"30",0,0.891570134111835,0.214,0.117,0,Control,Pdzrn3,0.097
"31",0,0.884141910001212,0.314,0.201,0,Control,P3h2,0.113
"32",0,0.872165795558357,0.11,0.041,0,Control,Ak4,0.069
"33",0,0.855817473923136,0.12,0.05,0,Control,Ppm1k,0.07
"34",0,0.85295980576963,0.186,0.102,0,Control,Hykk,0.084
"35",0,0.845128105672624,0.265,0.178,0,Control,Cpeb3,0.087
"36",0,0.844471406227644,0.121,0.061,0,Control,Ctnna2,0.06
"37",0,0.837435932487138,0.292,0.222,0,Control,Thrb,0.07
"38",0,0.836407963855335,0.306,0.242,0,Control,Chpt1,0.064
"39",0,0.836077220142659,0.212,0.137,0,Control,Cryl1,0.075
"40",0,0.835274847235765,0.177,0.096,0,Control,C330002G04Rik,0.081
"41",0,0.833135408986871,0.139,0.067,0,Control,Rgl1,0.072
"42",0,0.828369509015128,0.226,0.14,0,Control,Pdzd2,0.086
"43",0,0.823429923104423,0.165,0.125,0,Control,Jarid2,0.04
"44",0,0.820378869260058,0.2,0.119,0,Control,Mtus1,0.081
"45",0,0.818406071043211,0.15,0.107,0,Control,Snhg11,0.043
"46",0,0.796734643181317,0.134,0.064,0,Control,Pank1,0.07
"47",0,0.784510324964183,0.151,0.089,0,Control,Slc22a28,0.062
"48",0,0.780491709275416,0.164,0.105,0,Control,Phyhipl,0.059
"49",0,0.775434803363617,0.155,0.109,0,Control,Wdr17,0.046
"50",0,0.774502385067901,0.279,0.2,0,Control,Fnip2,0.079
"51",0,0.773259817612025,0.284,0.236,0,Control,Ptprd,0.048
"52",0,0.76746539479934,0.121,0.081,0,Control,Tfdp2,0.04
"53",0,0.748775179427404,0.12,0.049,0,Control,Vmn1r18,0.071
"54",0,0.745802339890647,0.12,0.051,0,Control,Hnf4aos,0.069
"55",0,0.74257731971661,0.135,0.081,0,Control,Nnt,0.054
"56",0,0.737461631864497,0.147,0.09,0,Control,Hnf1aos1,0.057
"57",0,0.72089123910354,0.293,0.217,0,Control,Slc25a21,0.076
"58",0,0.714546823212615,0.165,0.1,0,Control,Pik3c2g,0.065
"59",0,0.706240181439595,0.183,0.108,0,Control,Cubn,0.075
"60",0,0.705257407488448,0.114,0.072,0,Control,Alas1,0.042
"61",0,0.7035703163882,0.135,0.071,0,Control,Hgd,0.064
"62",0,0.689845800099005,0.124,0.068,0,Control,Adtrp,0.056
"63",0,0.689352112599496,0.487,0.51,0,Control,Zbtb20,-0.023
"64",0,0.688223552250314,0.104,0.079,0,Control,Slc27a2,0.025
"65",0,0.686970321226182,0.141,0.087,0,Control,Camta1,0.054
"66",0,0.682318350061045,0.197,0.17,0,Control,Agps,0.027
"67",0,0.678745476653949,0.267,0.188,0,Control,Acsm1,0.079
"68",0,0.678435985733628,0.186,0.228,0,Control,Wnk1,-0.042
"69",0,0.676050261793446,0.274,0.198,0,Control,Nfyc,0.076
"70",0,0.672496337603591,0.204,0.142,0,Control,Zfp697,0.062
"71",0,0.671411675786913,0.171,0.125,0,Control,Gk,0.046
"72",0,0.66822416329772,0.21,0.208,0,Control,Pbx1,0.002
"73",0,0.664779028688623,0.191,0.122,0,Control,B3gat2,0.069
"74",0,0.659713492163869,0.155,0.099,0,Control,Slc12a6,0.056
"75",0,0.65888934738387,0.111,0.058,0,Control,Dhtkd1,0.053
"76",0,0.653987464708208,0.296,0.252,0,Control,Ppargc1a,0.044
"77",0,0.652546476208733,0.108,0.052,0,Control,Hlf,0.056
"78",0,0.647311889682227,0.195,0.155,0,Control,Dnm3,0.04
"79",0,0.647228483234569,0.155,0.096,0,Control,Agbl4,0.059
"80",0,0.639145195933332,0.235,0.183,0,Control,Apbb2,0.052
"81",0,0.615071355151306,0.18,0.121,0,Control,Ankib1,0.059
"82",0,0.60923073871608,0.195,0.151,0,Control,Slco1a6,0.044
"83",0,0.608538709135451,0.158,0.106,0,Control,Lactb2,0.052
"84",0,0.605375790637382,0.205,0.167,0,Control,Osbpl8,0.038
"85",0,0.60343460942004,0.214,0.172,0,Control,Rab11fip3,0.042
"86",0,0.601870268947278,0.202,0.139,0,Control,Erc2,0.063
"87",0,0.59425943952647,0.27,0.22,0,Control,Mtss1,0.05
"88",0,0.593741310392583,0.415,0.363,0,Control,Fhit,0.052
"89",0,0.591919863938484,0.294,0.249,0,Control,Col4a3,0.045
"90",0,0.587834405068062,0.2,0.144,0,Control,Macrod2,0.056
"91",0,0.576776610248315,0.281,0.233,0,Control,Plxdc2,0.048
"92",0,0.574922119665548,0.161,0.163,0,Control,Slc12a1,-0.002
"93",0,0.567073987657459,0.117,0.076,0,Control,Stxbp5l,0.041
"94",0,0.557231036260272,0.313,0.284,0,Control,Arhgap42,0.029
"95",0,0.548394704571231,0.145,0.118,0,Control,Acsm2,0.027
"96",0,0.534307705984227,0.23,0.172,0,Control,Greb1l,0.058
"97",0,0.530676516866719,0.447,0.439,0,Control,Pde4d,0.00800000000000001
"98",0,0.525756602768614,0.19,0.143,0,Control,Vwa8,0.047
"99",0,0.511153381003535,0.323,0.285,0,Control,Trabd2b,0.038
"100",0,0.502672627035785,0.322,0.272,0,Control,Park2,0.05
"101",0,0.478827453537886,0.168,0.141,0,Control,Slc47a1,0.027
"102",0,0.470671859415061,0.194,0.161,0,Control,Ndel1,0.033
"103",0,0.466350301689014,0.295,0.268,0,Control,Nfia,0.027
"104",0,0.452093790517866,0.33,0.277,0,Control,Lncpint,0.053
"105",0,0.44069629117961,0.111,0.085,0,Control,Gm14410,0.026
"106",0,0.429771705917154,0.125,0.112,0,Control,Glyat,0.013
"107",0,0.422993984090145,0.29,0.26,0,Control,Dab2,0.03
"108",0,0.406841970386256,0.297,0.279,0,Control,Bcas3,0.018
"109",0,0.398901376787667,0.218,0.199,0,Control,Osbpl9,0.019
"110",0,0.397883957792336,0.324,0.299,0,Control,Cmip,0.025
"111",0,0.38949584849414,0.338,0.337,0,Control,Zrsr1,0.001
"112",0,0.386090631426253,0.298,0.329,0,Control,Rbm47,-0.031
"113",0,0.380863330574064,0.379,0.389,0,Control,Pitpnc1,-0.01
"114",0,0.360891763100285,0.274,0.278,0,Control,Ncoa3,-0.004
"115",0,0.342615363864558,0.258,0.269,0,Control,Trpm7,-0.011
"116",0,0.334914860164427,0.608,0.57,0,Control,Esrrg,0.038
"117",0,0.333475542008408,0.29,0.288,0,Control,Cobll1,0.002
"118",0,0.32984497042669,0.283,0.268,0,Control,Plcb1,0.015
"119",0,0.322902583074939,0.27,0.335,0,Control,Ptprg,-0.065
"120",0,0.321521791817764,0.216,0.221,0,Control,Bnc2,-0.005
"121",0,0.302995925609106,0.333,0.391,0,Control,Atxn1,-0.058
"122",0,0.302355851799764,0.117,0.127,0,Control,Akr1a1,-0.01
"123",0,0.254585500087587,0.26,0.274,0,Control,Nhs,-0.014
"124",0,0.235654421682697,0.308,0.331,0,Control,Itpr1,-0.023
"125",0,0.235221640940106,0.256,0.26,0,Control,Dennd1a,-0.004
"126",0,-0.260893896778381,0.091,0.15,0,Control,Pitpna,-0.059
"127",0,-0.33149890780844,0.89,0.973,0,Control,Gm26917,-0.083
"128",0,-0.432293623551319,0.401,0.585,0,Control,Fgfr2,-0.184
"129",0,-0.541970894350698,0.065,0.136,0,Control,Cystm1,-0.071
"130",0,-0.597870198410775,0.328,0.475,0,Control,B3glct,-0.147
"131",0,-0.658589735619303,0.091,0.186,0,Control,Tcf12,-0.095
"132",0,-0.677996944332588,0.575,0.952,0,Control,Malat1,-0.377
"133",0,-0.680830245857822,0.195,0.329,0,Control,Rbpms,-0.134
"134",0,-0.69021810188676,0.131,0.243,0,Control,Ssh2,-0.112
"135",0,-0.715707359067662,0.176,0.298,0,Control,Arid5b,-0.122
"136",0,-0.764022307026499,0.162,0.302,0,Control,Syne2,-0.14
"137",0,-0.793417551997579,0.072,0.155,0,Control,Mapk4,-0.083
"138",0,-0.83137265807197,0.118,0.226,0,Control,Tjp2,-0.108
"139",0,-0.856465902215105,0.097,0.196,0,Control,Gm16685,-0.099
"140",0,-0.92030850210661,0.227,0.38,0,Control,Mast4,-0.153
"141",0,-0.927097520360544,0.159,0.331,0,Control,Lpp,-0.172
"142",0,-0.951917513314272,0.063,0.118,0,Control,Gm15218,-0.055
"143",0,-0.982607960546114,0.085,0.186,0,Control,Myh9,-0.101
"144",0,-1.01058682326776,0.053,0.124,0,Control,Kctd1,-0.071
"145",0,-1.01965691794753,0.066,0.18,0,Control,Stat3,-0.114
"146",0,-1.05630568605942,0.13,0.267,0,Control,Fkbp5,-0.137
"147",0,-1.05706171066829,0.101,0.177,0,Control,Itgav,-0.076
"148",0,-1.08973683045004,0.079,0.196,0,Control,Map3k1,-0.117
"149",0,-1.11657568342683,0.154,0.26,0,Control,Efna5,-0.106
"150",0,-1.16261021352843,0.07,0.155,0,Control,Nrg1,-0.085
"151",0,-1.18217362411063,0.052,0.162,0,Control,Sdc4,-0.11
"152",0,-1.18624311819484,0.067,0.162,0,Control,Sat1,-0.095
"153",0,-1.24823461853161,0.033,0.118,0,Control,Dcdc2a,-0.085
"154",0,-1.29837528254334,0.308,0.607,0,Control,Neat1,-0.299
"155",0,-1.31345798135733,0.155,0.262,0,Control,Bmp6,-0.107
"156",0,-1.32581265988375,0.171,0.274,0,Control,Adk,-0.103
"157",0,-1.35606490471858,0.045,0.117,0,Control,Cep85,-0.072
"158",0,-1.40248795646014,0.078,0.319,0,Control,Gm20388,-0.241
"159",0,-1.46705358764004,0.037,0.148,0,Control,Rtn4,-0.111
"160",0,-1.57173171963987,0.091,0.188,0,Control,Zfp568,-0.097
"161",0,-1.6347481124282,0.081,0.281,0,Control,Col18a1,-0.2
"162",0,-1.72410887376591,0.069,0.222,0,Control,Il34,-0.153
"163",0,-1.85018339943489,0.078,0.243,0,Control,Chd9,-0.165
"164",0,-3.56439459054638,0.002,0.124,0,Control,Spp1,-0.122
"165",1.1125369292536e-308,-0.743363801724212,0.099,0.194,1.11253692926701e-308,Control,Rock2,-0.095
"166",1.11253692925388e-308,0.958410721905008,0.153,0.089,1.11253693695505e-308,Control,Abca13,0.064
"167",1.11253692925773e-308,0.408594338002849,0.215,0.196,1.1125370412229e-308,Control,Lrba,0.019
"168",1.11253693053559e-308,0.524389769324213,0.138,0.096,1.11257171333213e-308,Control,B430010I23Rik,0.042
"169",1.11254325404561e-308,0.681884914421657,0.135,0.089,1.28414751093143e-308,Control,Gm37245,0.046
"170",1.11255837014999e-308,-0.264560780439987,0.164,0.239,1.69429277102833e-308,Control,Rbm39,-0.075
"171",1.15884224398099e-308,-0.779572191854899,0.052,0.126,2.51280420899651e-305,Control,Sema3c,-0.074
"172",5.33854973270198e-308,0.406363586629248,0.103,0.075,1.44850869897403e-303,Control,Isoc2a,0.028
"173",5.36199462596662e-306,-0.696420561444128,0.105,0.2,1.45487000186352e-301,Control,Bcl2l1,-0.095
"174",1.26778879545769e-304,0.649557466579434,0.19,0.118,3.43989133871534e-300,Control,Klf12,0.072
"175",2.18475884338171e-302,0.490953547363151,0.107,0.081,5.9279061697476e-298,Control,Stxbp4,0.026
"176",4.31299226674052e-302,0.437829093801182,0.227,0.207,1.17024419173471e-297,Control,Cgnl1,0.02
"177",5.22415593640516e-301,0.356183345812984,0.211,0.188,1.41747023022481e-296,Control,Vps13a,0.023
"178",1.44086932677508e-298,0.52046925564117,0.32,0.258,3.90951074433881e-294,Control,Rora,0.062
"179",1.59059399675926e-296,0.585885653755086,0.133,0.108,4.31575869140691e-292,Control,AC144408.3,0.025
"180",4.23513245729263e-295,0.620490114487874,0.148,0.104,1.14911848963721e-290,Control,Lmo7,0.044
"181",1.33125690290637e-294,0.430066280725262,0.139,0.117,3.61209935465585e-290,Control,Slc17a1,0.022
"182",1.28258006494198e-293,0.471800977529813,0.231,0.183,3.48002449020707e-289,Control,Clybl,0.048
"183",9.93098309615198e-292,-0.715922222869211,0.122,0.217,2.69457364347892e-287,Control,Large1,-0.095
"184",1.7817748258814e-290,-0.644151470066509,0.187,0.286,4.83448963506401e-286,Control,Carmil1,-0.099
"185",4.82465403390775e-289,-0.619565906185744,0.256,0.372,1.30907337902019e-284,Control,Glis3,-0.116
"186",4.83035997188056e-289,-0.755775439351152,0.149,0.249,1.31062157117035e-284,Control,Jmjd1c,-0.1
"187",6.86411510866606e-288,0.867114289831009,0.102,0.065,1.86244035243436e-283,Control,Klhl3,0.037
"188",3.57204315898867e-285,0.548299670600505,0.22,0.16,9.69202470328395e-281,Control,Scp2,0.06
"189",2.05753389397866e-283,0.658885923911842,0.172,0.135,5.58270671453229e-279,Control,Pax2,0.037
"190",2.51680823243448e-282,0.479816443836605,0.103,0.074,6.82885577706447e-278,Control,Mlxipl,0.029
"191",1.26615045778579e-273,0.525506992409038,0.184,0.137,3.43544603711018e-269,Control,Tulp3,0.047
"192",6.20101601230322e-271,0.483725230884192,0.168,0.127,1.68252167461823e-266,Control,Fut8,0.041
"193",7.36123167446751e-271,0.329098793193875,0.239,0.229,1.99732299023327e-266,Control,Slc4a4,0.00999999999999998
"194",7.98516708723887e-271,0.26338521085523,0.193,0.189,2.16661538578052e-266,Control,Lyrm4,0.004
"195",1.26894439146213e-270,-0.665579273789321,0.073,0.151,3.44302681735421e-266,Control,Malrd1,-0.078
"196",2.99607885959635e-269,0.367644374820487,0.136,0.118,8.12926076974278e-265,Control,Ppargc1b,0.018
"197",2.54453626955774e-268,-1.26725395344885,0.11,0.166,6.90409026019101e-264,Control,Luzp1,-0.056
"198",2.33958489863373e-267,0.292456773748403,0.246,0.233,6.34799570546289e-263,Control,Wwc2,0.013
"199",6.27933003469824e-267,-0.779271675913556,0.062,0.129,1.70377061831467e-262,Control,Pvr,-0.067
"200",1.11005254613267e-266,0.723113355631793,0.106,0.054,3.01190557342177e-262,Control,Kl,0.052
"201",1.66579608809171e-264,-0.263150691618283,0.093,0.148,4.51980452581923e-260,Control,Gnaq,-0.055
"202",4.23307680936711e-264,0.542789807716107,0.107,0.063,1.14856073068558e-259,Control,Map2k6,0.044
"203",1.96411842877442e-263,0.488771837853263,0.166,0.124,5.32924253279363e-259,Control,March6,0.042
"204",7.4026866310375e-260,0.368972728425064,0.243,0.213,2.00857096359941e-255,Control,Epb41,0.03
"205",3.32890791158192e-259,0.586362962078361,0.141,0.092,9.03232583649522e-255,Control,Vdr,0.049
"206",1.59133383163079e-258,-0.653436309783572,0.099,0.182,4.31776608536383e-254,Control,Il7,-0.083
"207",4.6728824155244e-258,-0.726324919377225,0.082,0.161,1.26789318580424e-253,Control,Nav2,-0.079
"208",2.07484533345132e-257,-0.362639510236054,0.337,0.451,5.62967784325346e-253,Control,Nedd4l,-0.114
"209",3.81945234371168e-257,0.571371390352516,0.165,0.109,1.03633200441929e-252,Control,Pde4c,0.056
"210",8.33305105975354e-256,-0.300221419609326,0.176,0.257,2.26100674404293e-251,Control,Zfand3,-0.081
"211",1.60045680728719e-254,0.260349792921045,0.113,0.105,4.34251945521233e-250,Control,Gm16833,0.00800000000000001
"212",1.68835835117744e-254,-0.55738604856046,0.114,0.199,4.58102271424975e-250,Control,Nfat5,-0.085
"213",3.88077445748286e-251,0.562896502155789,0.164,0.113,1.05297053354883e-246,Control,Syn3,0.051
"214",4.07481521674925e-250,0.236812764482382,0.238,0.233,1.10561961276057e-245,Control,Osbpl6,0.00499999999999998
"215",1.16879905335805e-248,0.486975992460468,0.239,0.189,3.17130247147639e-244,Control,Them7,0.05
"216",2.29223874372997e-247,0.390864398338119,0.209,0.184,6.21953138336254e-243,Control,Pter,0.025
"217",3.37328492088434e-244,-0.757594876086084,0.093,0.128,9.15273397583547e-240,Control,Myo3b,-0.035
"218",4.6235892073475e-244,0.4720226636093,0.237,0.189,1.2545184596296e-239,Control,Kank1,0.048
"219",1.02201196232653e-243,-0.918960265251165,0.044,0.101,2.77302505738058e-239,Control,Gm47283,-0.057
"220",4.61405166957236e-242,0.368485749739844,0.116,0.122,1.25193063950507e-237,Control,Tet2,-0.00599999999999999
"221",5.40608793893671e-241,0.42096838707253,0.199,0.162,1.4668338404717e-236,Control,Tbc1d5,0.037
"222",1.13495853404707e-240,0.473823692265053,0.197,0.165,3.07948299042992e-236,Control,Arhgap24,0.032
"223",4.88422563434515e-240,-0.308524340888634,0.171,0.249,1.32523694136687e-235,Control,Arih1,-0.078
"224",4.9624051722685e-237,0.275826963203972,0.125,0.12,1.34644939539161e-232,Control,Cyp2j5,0.005
"225",2.03419191156752e-236,-0.870389206734726,0.122,0.184,5.51937291365615e-232,Control,Cadm2,-0.062
"226",6.40406364241491e-234,0.355025559070612,0.136,0.119,1.73761458809644e-229,Control,Macrod1,0.017
"227",5.73628159680194e-232,0.543795096270509,0.115,0.061,1.55642528566027e-227,Control,Slc3a1,0.054
"228",2.1164335582522e-229,-0.576608628455487,0.045,0.101,5.7425191736057e-225,Control,Ybx1,-0.056
"229",2.5985578709455e-228,0.270578025157412,0.107,0.102,7.05066707123642e-224,Control,Vdac1,0.005
"230",1.04556758302155e-227,-0.527254094113991,0.22,0.319,2.83693852301237e-223,Control,Sh3rf1,-0.099
"231",1.79353078963019e-227,0.370581988746016,0.115,0.096,4.86638709150361e-223,Control,Zfp810,0.019
"232",9.06702397531231e-227,0.295810813443663,0.187,0.178,2.46015561522149e-222,Control,Osbpl3,0.00900000000000001
"233",1.09662274639929e-226,0.35938815469535,0.233,0.203,2.97546649780521e-222,Control,Plekha7,0.03
"234",3.79006132698551e-224,-0.610776667665697,0.045,0.104,1.02835733985098e-219,Control,Cd2ap,-0.059
"235",2.94919092440392e-223,0.570232400624068,0.1,0.064,8.00203973518515e-219,Control,Slc9a8,0.036
"236",3.80203442061787e-223,0.532752234663276,0.115,0.094,1.03160599934625e-218,Control,Cables1,0.021
"237",1.97499621542448e-222,-0.396811594142778,0.176,0.262,5.35875723131125e-218,Control,Ppm1h,-0.086
"238",3.53547728715434e-222,0.45742565702137,0.112,0.078,9.59281052323588e-218,Control,Mccc2,0.034
"239",6.91842998009502e-221,0.602325100042998,0.157,0.101,1.87717760649918e-216,Control,Itpr2,0.056
"240",1.86372154616119e-220,-0.477670717960298,0.154,0.24,5.05683567119917e-216,Control,Etl4,-0.086
"241",3.94154979019265e-219,0.306754591957938,0.291,0.276,1.06946070457297e-214,Control,Auts2,0.015
"242",7.31509336485746e-219,0.519054174947459,0.208,0.182,1.98480428268677e-214,Control,Cacnb4,0.026
"243",4.31172409631876e-216,0.528036279810289,0.194,0.141,1.16990009905417e-211,Control,Kcnk5,0.053
"244",8.01276960290501e-216,-0.310758251949427,0.158,0.23,2.17410477635622e-211,Control,Ctnna1,-0.072
"245",1.80499383520193e-215,0.306175823308696,0.262,0.272,4.89748977305339e-211,Control,Mrps6,-0.01
"246",2.30094311258302e-215,0.503218327792152,0.103,0.064,6.24314894737151e-211,Control,Gpr137b,0.039
"247",4.15556704773369e-214,0.527649798804025,0.191,0.161,1.12753000706158e-209,Control,Sim1,0.03
"248",1.63560943006701e-213,0.397416875608092,0.152,0.14,4.43789906660081e-209,Control,Utrn,0.012
"249",1.62721512081886e-212,-0.206419500581368,0.18,0.243,4.41512278731782e-208,Control,Tra2b,-0.063
"250",1.8729754315561e-211,0.555121665216201,0.105,0.073,5.08194423844116e-207,Control,Slc16a7,0.032
"251",2.54896522838795e-211,0.490999678165441,0.196,0.146,6.91610735418503e-207,Control,Mtmr12,0.05
"252",1.08482178453834e-210,-0.844699095439359,0.056,0.101,2.94344694798787e-206,Control,Pde10a,-0.045
"253",1.30209043556867e-210,0.502104907837598,0.157,0.13,3.53296197882848e-206,Control,Nudt4,0.027
"254",2.21147895559146e-208,-0.466751105370239,0.194,0.285,6.0004058502063e-204,Control,Ptprj,-0.091
"255",2.44648405551223e-208,0.570869826334991,0.136,0.096,6.63804518782133e-204,Control,Esrrb,0.04
"256",6.84524535938222e-208,0.455754848146174,0.209,0.158,1.85732042336118e-203,Control,Mob3b,0.051
"257",2.69385926328019e-207,0.237260717045948,0.188,0.185,7.30924833905813e-203,Control,Nfib,0.003
"258",1.72906507349367e-206,0.200800130604467,0.214,0.216,4.69147226391038e-202,Control,Dcun1d3,-0.002
"259",5.87016451006737e-205,0.491700354405222,0.132,0.094,1.59275173651658e-200,Control,Slc25a36,0.038
"260",3.15249813068675e-204,-0.27368985764307,0.07,0.116,8.55367317799236e-200,Control,Son,-0.046
"261",1.25908524842014e-202,0.446943761311764,0.13,0.088,3.41627600453836e-198,Control,Dpf3,0.042
"262",5.92931637870913e-202,0.34379052245407,0.153,0.156,1.60880141303515e-197,Control,Tcf4,-0.003
"263",9.30216923543442e-202,-0.233298587873284,0.106,0.157,2.52395757865042e-197,Control,Spint2,-0.051
"264",3.14215604662867e-201,-0.605999849148624,0.171,0.258,8.52561200131757e-197,Control,Pakap,-0.087
"265",1.93677204796075e-199,-0.553017433300587,0.048,0.102,5.2550435977319e-195,Control,Plch1,-0.054
"266",2.51028277840457e-199,-0.38332162238713,0.252,0.346,6.81115026264513e-195,Control,Aff1,-0.094
"267",8.73641830721069e-198,0.319310982727084,0.194,0.181,2.37045237929548e-193,Control,Ppp2r5a,0.013
"268",2.94577909399017e-197,-0.393479459055496,0.2,0.287,7.99278241572353e-193,Control,Farp1,-0.087
"269",2.29067323862572e-196,-0.634778666546447,0.072,0.133,6.21528369836318e-192,Control,Tpd52,-0.061
"270",5.69867118560929e-196,0.587230667343065,0.17,0.135,1.54622045279137e-191,Control,Car12,0.035
"271",4.99178512972405e-193,0.348381440655895,0.213,0.188,1.35442105924803e-188,Control,Sox6,0.025
"272",4.20518064194513e-192,0.439797936085301,0.113,0.073,1.14099166357897e-187,Control,Bcl11b,0.04
"273",5.57524434532294e-190,-0.437126093686626,0.156,0.232,1.51273104821647e-185,Control,Trim30a,-0.076
"274",4.97943459807885e-188,-0.503080099607489,0.049,0.1,1.35106998949673e-183,Control,Arntl,-0.051
"275",1.16076977060602e-187,-0.759359786825884,0.069,0.13,3.14951661858531e-183,Control,Psap,-0.061
"276",2.69539721427887e-187,0.487597715040139,0.148,0.101,7.31342126150285e-183,Control,Mapt,0.047
"277",8.49353042132296e-187,0.335411918404355,0.17,0.15,2.30454960921756e-182,Control,Tnrc6b,0.02
"278",2.72659774278082e-186,-0.220121061472169,0.161,0.223,7.3980776554872e-182,Control,Btbd9,-0.062
"279",8.4073954318443e-185,-0.572565292009672,0.111,0.182,2.28117860252231e-180,Control,Naaladl2,-0.071
"280",2.33888397241428e-184,0.446828349566094,0.139,0.1,6.34609388235167e-180,Control,Lrrk2,0.039
"281",5.46890086564918e-184,0.321897617941043,0.184,0.162,1.48387687187659e-179,Control,Itch,0.022
"282",5.00068690402409e-183,-0.799260780886666,0.14,0.192,1.35683637766886e-178,Control,Slc13a1,-0.052
"283",2.01600409623538e-182,-0.339758571784238,0.128,0.195,5.47002391431545e-178,Control,Myo9a,-0.067
"284",8.70771150969076e-182,-0.467283686440434,0.063,0.119,2.36266336392439e-177,Control,Huwe1,-0.056
"285",9.2530431975558e-181,-0.553731958100515,0.062,0.12,2.51062821079282e-176,Control,Camk2d,-0.058
"286",2.76760249090917e-180,-0.641770209236779,0.065,0.122,7.50933583858384e-176,Control,Vcl,-0.057
"287",2.40300158082637e-179,-0.495190960559402,0.064,0.12,6.52006418925618e-175,Control,Cltc,-0.056
"288",5.65179539414074e-176,0.527550320065221,0.147,0.101,1.53350164429221e-171,Control,Uvrag,0.046
"289",1.68164485446056e-175,0.456551630805835,0.184,0.143,4.56280698360783e-171,Control,Tom1l2,0.041
"290",2.83121417018752e-175,0.234996168833305,0.231,0.231,7.68193340796981e-171,Control,Stk39,0
"291",3.13355803780941e-174,-0.411091915343745,0.069,0.123,8.50228302398828e-170,Control,Anxa4,-0.054
"292",1.29869311067769e-173,-0.589165388280355,0.084,0.127,3.52374401720178e-169,Control,Grm7,-0.043
"293",6.64932631147073e-170,0.369700674752151,0.192,0.162,1.80416170809135e-165,Control,Gpc4,0.03
"294",1.53712404767357e-169,0.504658368467357,0.106,0.074,4.17067867855268e-165,Control,Herpud1,0.032
"295",3.18760834484539e-169,0.444090706682207,0.169,0.123,8.64893772206899e-165,Control,Slc25a13,0.046
"296",9.33885976675191e-168,0.402710913964876,0.157,0.121,2.5339128205128e-163,Control,Hacd2,0.036
"297",4.11303429593423e-167,0.391486698052854,0.182,0.15,1.11598959551583e-162,Control,Tmem116,0.032
"298",1.1885979042846e-166,-0.220258770273797,0.173,0.236,3.22502269369541e-162,Control,Klf13,-0.063
"299",1.63039538647106e-164,0.593818070343529,0.127,0.082,4.42375180211194e-160,Control,Cd36,0.045
"300",1.05225816901788e-162,-0.234717231250615,0.118,0.17,2.85509208999623e-158,Control,Gsk3b,-0.052
"301",1.48166562534198e-162,0.473542785521515,0.116,0.086,4.02020334124038e-158,Control,Cdkl1,0.03
"302",1.34816736241249e-161,0.406738002618833,0.173,0.158,3.65798250443382e-157,Control,Gramd1b,0.015
"303",2.92401351534806e-161,0.410054528958876,0.129,0.094,7.93372587119389e-157,Control,Xylt1,0.035
"304",3.53903665126358e-161,0.435732067171988,0.114,0.086,9.60246814587346e-157,Control,Stard8,0.028
"305",6.10607264537659e-161,0.421502111169602,0.137,0.118,1.65676069087003e-156,Control,Prkd1,0.019
"306",9.55264474539748e-161,0.402982945967992,0.112,0.084,2.5919190987687e-156,Control,Cpeb4,0.028
"307",7.15940548952878e-159,0.479793772114577,0.106,0.071,1.94256149147384e-154,Control,Nceh1,0.035
"308",6.05967788404572e-158,0.386686517967956,0.131,0.098,1.64417240027813e-153,Control,Pla2g3,0.033
